Adults,Children,LeadDays,LengthOfStay,ArrivalDate-WeekDay
2,0,34,4,Wednesday
4,2,43,6,Friday
3,0,61,5,Friday
2,0,0,1,Saturday
5,2,69,5,Friday
1,0,3,7,Wednesday
1,0,3,8,Friday
6,1,19,1,Thursday
1,0,89,1,Sunday
5,0,3,9,Friday
4,0,71,1,Saturday
2,2,77,8,Thursday
4,2,70,2,Saturday
6,0,12,8,Sunday
1,2,12,6,Friday
4,1,18,1,Monday
2,1,70,5,Tuesday
2,0,55,8,Friday
4,0,83,4,Saturday
2,1,64,6,Tuesday
2,0,45,2,Saturday
3,2,66,8,Friday
1,1,2,1,Thursday
5,0,67,3,Saturday
4,1,88,6,Saturday
2,2,42,1,Wednesday
3,0,44,9,Thursday
4,0,13,4,Saturday
5,2,26,6,Saturday
1,1,78,3,Saturday
2,0,55,4,Tuesday
1,0,27,1,Thursday
1,1,7,8,Monday
1,0,77,9,Sunday
1,0,7,7,Sunday
5,0,90,1,Saturday
1,0,36,4,Sunday
2,0,79,6,Sunday
1,1,1,5,Sunday
4,2,1,4,Wednesday
3,0,1,7,Tuesday
6,0,80,1,Sunday
1,0,0,7,Thursday
6,1,9,8,Wednesday
5,0,69,1,Sunday
4,0,46,5,Tuesday
1,0,29,2,Monday
1,1,3,3,Friday
6,0,43,3,Wednesday
3,0,95,2,Friday
1,0,13,8,Saturday
1,0,0,1,Tuesday
5,0,37,1,Friday
1,2,23,7,Saturday
6,1,55,3,Monday
1,2,10,7,Monday
5,2,5,5,Thursday
3,1,5,9,Saturday
1,0,45,7,Saturday
2,0,61,1,Saturday
4,0,1,6,Saturday
3,0,94,8,Saturday
3,1,40,4,Saturday
3,0,42,1,Friday
6,0,5,1,Friday
1,0,23,2,Wednesday
6,1,30,2,Friday
2,1,0,5,Tuesday
4,2,7,4,Friday
6,0,0,3,Saturday
3,1,32,4,Friday
1,0,0,1,Thursday
6,2,32,5,Saturday
1,1,4,4,Friday
5,1,73,3,Sunday
2,0,51,2,Monday
5,0,13,1,Friday
1,0,36,9,Friday
5,0,85,2,Monday
2,0,1,6,Friday
2,2,71,2,Thursday
4,0,85,8,Saturday
6,0,94,6,Saturday
1,0,64,8,Saturday
4,0,36,3,Saturday
4,1,8,5,Thursday
1,1,16,4,Wednesday
1,0,11,3,Friday
2,0,57,8,Saturday
3,2,50,2,Monday
5,1,54,1,Friday
3,0,66,9,Saturday
4,0,53,6,Wednesday
5,1,2,8,Tuesday
1,0,10,3,Sunday
1,0,1,1,Saturday
3,0,54,1,Saturday
4,2,41,3,Friday
1,0,0,1,Friday
3,0,45,7,Sunday
1,1,0,1,Tuesday
1,0,90,9,Sunday
1,1,9,7,Friday
3,0,82,1,Monday
3,0,62,5,Sunday
1,0,21,3,Friday
3,1,49,1,Wednesday
1,0,13,5,Monday
6,0,3,1,Friday
1,0,71,7,Saturday
4,2,48,2,Wednesday
1,0,0,6,Saturday
6,0,0,6,Friday
1,1,43,7,Saturday
2,0,70,1,Monday
1,0,10,9,Thursday
1,2,3,4,Saturday
1,2,5,1,Monday
1,0,36,3,Saturday
6,0,13,9,Wednesday
2,1,0,3,Sunday
3,0,26,1,Thursday
2,0,88,1,Wednesday
5,0,2,1,Wednesday
6,0,63,3,Monday
4,0,4,1,Saturday
1,0,51,1,Saturday
3,1,78,1,Thursday
1,2,5,2,Friday
2,2,0,3,Saturday
3,1,90,7,Saturday
2,0,20,1,Friday
1,0,3,5,Friday
3,2,89,1,Friday
5,1,0,1,Friday
1,1,69,1,Friday
2,0,28,3,Friday
5,2,1,9,Wednesday
6,0,24,1,Friday
1,0,19,5,Monday
3,1,1,5,Saturday
2,2,6,1,Sunday
3,0,62,1,Monday
1,0,1,4,Wednesday
2,2,0,5,Sunday
2,1,7,3,Monday
1,0,1,5,Friday
1,0,1,6,Friday
2,2,74,4,Friday
5,1,66,1,Monday
2,0,39,3,Sunday
1,2,30,1,Saturday
1,0,7,1,Saturday
1,0,83,1,Saturday
3,1,61,9,Friday
4,0,46,6,Monday
1,2,48,1,Saturday
1,1,3,2,Tuesday
3,1,6,1,Thursday
3,0,0,1,Saturday
1,0,2,6,Monday
4,0,56,1,Tuesday
1,0,2,2,Saturday
4,0,41,4,Saturday
2,0,2,7,Saturday
1,0,57,1,Tuesday
5,0,73,1,Monday
4,1,67,1,Thursday
6,2,83,6,Tuesday
1,0,27,2,Tuesday
2,1,73,2,Sunday
2,1,57,4,Friday
3,2,35,5,Friday
4,2,1,1,Saturday
1,1,57,7,Friday
2,1,86,2,Friday
6,1,60,5,Saturday
5,0,7,2,Thursday
2,2,61,1,Monday
1,0,98,5,Friday
5,0,35,1,Friday
1,0,3,2,Friday
6,0,38,1,Tuesday
2,2,77,5,Sunday
1,1,11,2,Sunday
2,0,44,3,Saturday
1,0,31,2,Tuesday
4,2,23,1,Friday
1,0,10,8,Thursday
3,0,1,1,Tuesday
2,2,82,8,Sunday
4,0,95,1,Sunday
1,0,63,8,Saturday
5,0,3,3,Monday
2,1,0,7,Saturday
1,0,12,3,Saturday
1,1,84,3,Thursday
2,2,81,2,Friday
1,1,70,1,Tuesday
5,0,32,1,Monday
1,1,99,9,Wednesday
2,0,87,1,Wednesday
5,1,0,6,Saturday
1,0,59,1,Saturday
4,0,28,4,Monday
3,0,57,7,Thursday
3,2,1,7,Thursday
5,1,54,3,Sunday
1,1,6,4,Wednesday
4,2,1,1,Saturday
4,2,48,9,Thursday
1,0,9,1,Friday
1,2,1,1,Wednesday
2,0,72,5,Saturday
1,1,64,6,Friday
2,2,34,9,Monday
4,0,31,7,Monday
2,0,93,7,Saturday
1,0,2,6,Tuesday
2,2,2,3,Wednesday
6,1,18,1,Friday
1,0,67,4,Tuesday
1,1,3,5,Thursday
1,0,83,1,Friday
3,0,48,1,Saturday
5,0,0,1,Thursday
3,1,37,6,Friday
6,1,8,2,Friday
2,0,5,9,Sunday
3,0,60,1,Sunday
1,0,60,1,Thursday
6,0,17,3,Saturday
2,0,85,1,Thursday
2,0,29,6,Wednesday
2,0,0,8,Saturday
6,1,49,1,Wednesday
4,2,21,4,Wednesday
3,2,27,6,Friday
2,2,4,2,Monday
4,0,1,6,Saturday
1,0,20,1,Wednesday
1,1,9,7,Tuesday
1,0,68,9,Sunday
2,0,39,1,Friday
6,2,12,6,Friday
3,1,16,1,Monday
5,0,26,5,Wednesday
1,2,51,8,Monday
1,0,2,1,Friday
1,0,20,3,Friday
5,0,33,6,Wednesday
2,1,60,9,Tuesday
5,0,5,1,Friday
2,2,68,1,Thursday
1,2,16,8,Friday
1,1,61,1,Tuesday
5,0,0,4,Sunday
1,0,11,3,Sunday
6,0,83,9,Saturday
2,0,2,1,Friday
2,0,5,8,Tuesday
1,0,76,8,Wednesday
1,0,40,2,Friday
4,0,11,5,Friday
4,0,79,9,Saturday
3,0,88,6,Sunday
2,0,80,2,Thursday
6,0,13,8,Saturday
3,1,32,4,Wednesday
4,0,42,7,Thursday
4,1,49,5,Tuesday
2,0,63,2,Saturday
1,2,26,2,Sunday
2,0,29,1,Tuesday
1,0,0,5,Thursday
1,0,94,9,Friday
2,0,82,5,Tuesday
5,0,6,4,Wednesday
5,0,35,2,Friday
4,1,10,2,Monday
1,1,6,1,Monday
6,0,80,1,Sunday
4,2,13,8,Thursday
1,0,20,4,Sunday
3,0,76,4,Thursday
6,0,93,6,Sunday
6,0,88,1,Saturday
6,2,9,7,Saturday
2,1,84,1,Friday
4,0,1,6,Friday
5,1,98,1,Saturday
1,1,25,3,Friday
5,1,0,3,Monday
3,0,38,4,Tuesday
3,1,2,6,Saturday
2,0,5,4,Sunday
4,1,89,3,Wednesday
2,0,12,7,Monday
2,2,26,6,Saturday
1,1,64,8,Saturday
2,0,47,2,Friday
3,0,21,4,Tuesday
2,2,12,1,Saturday
5,0,2,4,Friday
5,0,67,5,Tuesday
4,2,11,2,Saturday
1,0,60,7,Monday
2,0,75,6,Saturday
3,0,5,8,Tuesday
5,0,46,7,Saturday
4,0,0,8,Wednesday
6,0,50,9,Tuesday
2,0,51,2,Sunday
4,0,90,7,Sunday
2,0,27,7,Thursday
2,0,39,5,Tuesday
1,0,4,1,Friday
1,0,41,6,Saturday
1,1,12,2,Monday
6,0,3,2,Wednesday
1,0,82,5,Tuesday
6,0,0,7,Saturday
2,0,74,1,Thursday
6,0,97,6,Saturday
1,0,20,7,Monday
4,1,63,1,Saturday
4,2,46,2,Friday
3,0,6,2,Saturday
1,0,5,1,Monday
1,1,22,4,Saturday
4,0,45,9,Thursday
1,2,56,1,Thursday
1,0,0,1,Saturday
3,0,48,1,Saturday
1,0,40,2,Saturday
5,0,48,4,Saturday
1,1,73,2,Saturday
5,0,11,7,Saturday
4,1,76,7,Saturday
3,1,39,5,Sunday
2,2,79,2,Sunday
6,2,95,1,Friday
1,0,62,5,Wednesday
2,0,35,5,Saturday
2,0,17,1,Wednesday
4,1,1,8,Saturday
1,1,2,3,Sunday
3,1,6,3,Tuesday
1,1,49,3,Wednesday
5,1,76,1,Friday
1,0,25,9,Friday
1,0,65,2,Wednesday
1,0,0,1,Tuesday
3,2,75,7,Wednesday
1,0,64,1,Friday
5,0,31,4,Saturday
1,1,7,9,Sunday
4,1,0,2,Saturday
2,0,24,1,Sunday
6,1,10,7,Monday
1,1,18,3,Friday
1,0,43,4,Saturday
2,0,26,5,Saturday
1,0,9,2,Saturday
2,2,1,4,Saturday
4,0,4,5,Thursday
5,1,60,3,Monday
5,1,100,5,Monday
6,0,76,2,Monday
5,0,15,1,Friday
6,2,74,4,Sunday
2,1,75,7,Tuesday
1,1,26,7,Saturday
6,0,92,6,Thursday
3,0,21,1,Tuesday
2,2,2,7,Friday
5,0,78,3,Saturday
1,0,82,1,Saturday
3,1,9,4,Saturday
2,0,100,3,Wednesday
1,0,20,7,Saturday
1,0,33,9,Sunday
1,1,2,9,Saturday
2,0,27,1,Sunday
1,0,69,1,Saturday
2,1,16,3,Saturday
3,1,66,1,Sunday
1,1,1,2,Friday
3,0,41,5,Friday
1,1,2,1,Tuesday
2,0,42,7,Saturday
4,0,42,9,Sunday
1,0,21,1,Thursday
1,0,49,5,Friday
6,1,0,2,Friday
5,0,0,8,Saturday
5,1,49,1,Friday
2,2,97,6,Monday
1,1,2,4,Tuesday
1,1,17,5,Sunday
4,1,3,8,Thursday
4,1,1,7,Friday
2,0,0,1,Saturday
6,0,79,3,Monday
5,0,87,8,Wednesday
6,1,53,8,Friday
4,0,69,4,Friday
1,0,8,3,Thursday
2,0,0,5,Friday
2,1,31,4,Friday
3,0,11,1,Saturday
3,0,72,7,Thursday
1,1,48,5,Thursday
3,1,2,1,Sunday
6,0,54,3,Saturday
2,0,2,7,Monday
4,2,67,2,Thursday
3,2,1,7,Saturday
1,0,2,3,Tuesday
2,0,23,4,Friday
6,0,2,2,Friday
5,0,100,1,Thursday
2,0,22,1,Saturday
2,2,58,4,Saturday
3,1,34,9,Saturday
3,1,4,2,Friday
1,1,11,1,Wednesday
1,1,40,1,Saturday
2,2,18,3,Monday
3,2,6,1,Thursday
3,2,6,9,Thursday
1,1,78,1,Saturday
4,1,18,6,Friday
1,1,4,9,Wednesday
1,2,20,8,Saturday
1,0,0,4,Thursday
5,0,0,7,Wednesday
2,0,98,3,Sunday
1,0,54,8,Saturday
3,0,44,2,Monday
5,1,3,7,Friday
6,0,25,7,Friday
4,0,97,6,Sunday
2,1,1,2,Tuesday
4,2,0,6,Friday
4,0,79,9,Friday
6,0,21,6,Wednesday
1,0,27,1,Saturday
3,1,0,1,Sunday
1,0,80,5,Saturday
6,0,5,4,Sunday
1,2,16,1,Friday
6,0,63,2,Friday
1,0,71,5,Saturday
5,0,84,1,Wednesday
6,0,70,1,Friday
1,1,76,2,Thursday
2,0,1,2,Saturday
1,0,86,2,Saturday
3,2,0,8,Tuesday
3,0,96,7,Thursday
3,2,4,1,Friday
1,1,79,3,Saturday
4,0,67,3,Friday
3,1,65,4,Sunday
2,0,59,2,Saturday
4,1,0,3,Thursday
5,0,4,5,Wednesday
2,0,92,4,Friday
5,0,20,1,Saturday
4,0,86,6,Wednesday
6,0,6,2,Wednesday
4,0,93,7,Monday
4,2,73,9,Friday
2,0,11,5,Wednesday
2,0,30,8,Wednesday
2,2,1,1,Friday
1,1,42,3,Friday
5,1,38,1,Monday
4,0,25,1,Friday
1,0,27,8,Friday
1,2,23,7,Tuesday
1,1,77,3,Wednesday
5,0,58,5,Friday
5,0,12,7,Wednesday
5,0,4,4,Sunday
2,2,85,1,Wednesday
5,0,1,4,Friday
6,0,0,2,Saturday
1,0,85,4,Thursday
3,0,11,7,Monday
4,1,54,1,Saturday
4,0,27,6,Friday
5,1,33,5,Friday
1,2,8,9,Monday
3,1,3,1,Tuesday
5,1,0,1,Sunday
1,0,2,5,Tuesday
2,0,53,3,Friday
2,0,0,1,Monday
3,0,18,1,Tuesday
1,1,26,1,Saturday
2,2,83,1,Sunday
5,1,41,7,Thursday
2,1,40,3,Friday
4,0,86,3,Saturday
3,0,5,2,Thursday
1,0,56,1,Tuesday
4,1,15,1,Saturday
1,0,0,4,Sunday
4,2,67,9,Monday
1,0,0,8,Saturday
2,0,100,3,Saturday
5,0,49,3,Thursday
1,1,20,9,Saturday
6,1,2,4,Saturday
1,0,37,4,Saturday
2,0,98,1,Thursday
3,0,87,8,Tuesday
4,0,1,1,Friday
1,2,2,3,Thursday
5,2,0,2,Thursday
1,1,88,7,Thursday
4,1,34,5,Tuesday
3,2,3,7,Thursday
2,2,2,5,Thursday
1,2,55,2,Monday
4,1,53,9,Wednesday
4,0,9,1,Saturday
5,1,23,6,Tuesday
6,1,7,1,Thursday
6,0,5,3,Tuesday
1,2,2,3,Wednesday
1,1,0,2,Thursday
3,0,10,3,Monday
5,2,53,1,Sunday
1,0,7,2,Saturday
4,0,0,6,Thursday
2,0,0,9,Friday
6,0,12,4,Friday
3,0,1,3,Saturday
6,0,57,8,Monday
4,2,56,5,Monday
2,2,49,1,Saturday
5,1,0,1,Friday
2,0,47,1,Friday
2,0,76,6,Wednesday
1,1,1,5,Friday
2,0,6,5,Saturday
1,0,0,2,Saturday
6,0,3,1,Saturday
1,1,45,5,Friday
1,0,1,7,Saturday
1,2,24,3,Sunday
3,1,13,4,Thursday
4,0,77,8,Wednesday
2,2,65,4,Wednesday
6,0,28,2,Monday
1,1,73,5,Saturday
3,0,16,6,Friday
1,0,0,1,Thursday
4,0,42,1,Friday
2,0,0,1,Wednesday
1,0,21,8,Tuesday
1,0,3,1,Monday
3,1,9,5,Friday
1,1,98,1,Thursday
5,0,44,2,Tuesday
1,1,17,1,Saturday
2,0,9,1,Saturday
1,1,2,1,Sunday
3,0,1,3,Wednesday
2,0,57,6,Wednesday
2,2,45,2,Friday
5,0,99,9,Monday
5,2,54,7,Wednesday
1,0,71,9,Saturday
4,0,89,2,Friday
3,0,0,1,Saturday
5,1,0,3,Tuesday
2,2,5,4,Wednesday
6,1,21,3,Saturday
2,0,31,9,Wednesday
2,0,66,4,Tuesday
1,0,55,6,Monday
6,0,67,2,Friday
2,2,41,7,Thursday
1,0,77,5,Tuesday
1,0,71,9,Saturday
1,2,0,5,Friday
5,1,40,1,Friday
3,2,10,3,Saturday
1,0,2,9,Thursday
1,0,58,8,Friday
3,0,21,7,Saturday
3,0,22,5,Monday
5,0,6,1,Wednesday
3,2,92,9,Thursday
3,0,88,3,Saturday
5,1,2,7,Saturday
3,0,0,3,Saturday
4,0,0,7,Friday
2,1,4,1,Saturday
1,0,46,6,Monday
5,0,56,1,Wednesday
1,0,69,1,Saturday
5,2,25,1,Tuesday
1,2,25,1,Saturday
1,0,1,5,Wednesday
2,0,63,1,Friday
2,0,0,2,Saturday
1,2,100,2,Tuesday
1,0,11,7,Wednesday
1,0,31,6,Saturday
5,1,0,3,Friday
2,0,74,2,Friday
4,2,23,1,Tuesday
6,1,94,2,Tuesday
1,1,0,4,Saturday
2,1,7,6,Wednesday
3,0,10,1,Friday
5,2,20,8,Friday
3,2,87,2,Friday
1,1,29,1,Wednesday
5,0,85,8,Saturday
1,0,35,1,Sunday
2,0,33,5,Sunday
4,2,11,3,Sunday
2,2,52,1,Sunday
1,0,41,1,Wednesday
1,1,43,1,Friday
3,0,85,1,Friday
5,0,19,5,Friday
1,1,45,8,Wednesday
6,2,6,2,Monday
3,0,65,3,Saturday
1,2,95,2,Tuesday
1,2,4,1,Wednesday
4,2,24,6,Saturday
3,0,71,2,Friday
6,0,65,2,Tuesday
1,2,52,4,Friday
3,1,30,3,Saturday
2,2,20,9,Saturday
1,1,28,4,Saturday
2,1,68,8,Friday
3,1,45,8,Saturday
4,1,76,2,Friday
3,0,7,4,Saturday
2,0,0,7,Friday
5,0,96,1,Thursday
6,1,63,2,Tuesday
1,1,30,8,Thursday
5,1,3,2,Sunday
1,0,82,1,Friday
4,0,19,8,Saturday
1,1,7,5,Saturday
2,0,21,5,Friday
3,0,98,9,Wednesday
1,0,78,8,Tuesday
2,0,84,8,Saturday
6,0,78,8,Monday
5,1,0,1,Monday
4,0,69,1,Thursday
4,0,75,2,Monday
6,0,43,1,Sunday
3,2,48,6,Saturday
5,0,98,2,Wednesday
1,0,11,3,Sunday
1,1,89,2,Friday
1,1,4,4,Friday
1,1,27,3,Monday
1,1,4,5,Saturday
6,1,0,9,Saturday
6,2,43,1,Tuesday
2,2,47,4,Saturday
1,1,74,5,Thursday
2,0,81,1,Monday
1,0,37,2,Friday
2,0,6,1,Monday
3,2,100,9,Friday
5,0,3,9,Saturday
2,2,0,6,Thursday
1,2,6,4,Sunday
1,0,68,1,Tuesday
2,1,98,3,Sunday
6,0,21,7,Saturday
1,0,20,4,Friday
3,2,1,1,Sunday
4,0,1,2,Saturday
1,1,75,3,Sunday
1,1,93,2,Sunday
5,0,19,2,Thursday
5,2,8,5,Monday
1,1,91,1,Monday
5,2,1,1,Friday
6,0,84,1,Friday
5,0,0,1,Saturday
1,1,6,6,Saturday
3,0,58,5,Friday
1,0,9,2,Saturday
3,1,24,2,Saturday
1,0,22,5,Saturday
2,1,43,3,Thursday
2,2,14,2,Saturday
4,0,61,6,Friday
3,0,14,1,Friday
4,1,39,3,Thursday
5,2,73,3,Sunday
1,0,46,9,Saturday
1,2,20,1,Saturday
3,0,9,1,Saturday
1,0,1,2,Thursday
1,2,9,2,Thursday
3,1,33,1,Sunday
1,0,88,7,Monday
6,1,26,3,Friday
3,1,13,6,Tuesday
1,2,56,6,Friday
2,0,65,1,Saturday
3,0,7,8,Sunday
1,2,96,4,Friday
1,1,33,1,Wednesday
1,0,29,6,Saturday
2,0,9,3,Saturday
4,0,42,9,Saturday
4,1,4,1,Thursday
2,1,15,1,Wednesday
4,1,29,4,Saturday
1,0,54,4,Saturday
5,2,19,1,Monday
3,0,94,4,Friday
1,2,68,6,Saturday
5,2,0,6,Tuesday
2,0,79,2,Thursday
2,0,53,7,Wednesday
3,1,40,2,Saturday
4,0,39,2,Thursday
1,2,20,1,Saturday
3,0,50,9,Wednesday
2,1,82,1,Tuesday
1,0,1,9,Wednesday
2,0,3,6,Monday
5,0,6,1,Saturday
3,1,8,2,Tuesday
6,2,0,4,Saturday
5,1,41,1,Saturday
2,2,6,4,Tuesday
5,2,42,6,Sunday
1,2,62,5,Wednesday
1,2,64,9,Tuesday
6,2,49,1,Sunday
1,1,84,1,Saturday
2,0,2,8,Wednesday
3,1,31,8,Saturday
3,0,36,7,Saturday
1,0,78,1,Friday
3,1,6,1,Sunday
1,0,27,2,Tuesday
2,0,64,4,Wednesday
3,0,93,6,Tuesday
1,1,7,1,Saturday
3,0,30,3,Tuesday
4,0,0,1,Thursday
3,2,41,8,Monday
5,1,1,7,Saturday
1,0,61,2,Wednesday
3,0,0,4,Wednesday
1,0,61,1,Sunday
3,1,0,1,Thursday
1,2,48,1,Sunday
1,0,10,9,Monday
1,2,1,5,Monday
1,0,23,2,Saturday
4,0,26,9,Monday
1,0,56,1,Tuesday
1,1,47,1,Thursday
2,0,42,5,Monday
6,0,0,7,Sunday
6,0,41,3,Friday
4,1,1,3,Wednesday
1,1,77,4,Saturday
5,1,57,2,Sunday
1,0,8,6,Friday
4,1,73,2,Thursday
5,1,97,7,Tuesday
3,0,0,2,Saturday
1,1,69,8,Friday
6,0,14,7,Wednesday
4,2,90,9,Friday
2,0,15,3,Saturday
3,0,98,9,Saturday
2,1,1,1,Saturday
4,1,13,6,Tuesday
2,1,81,5,Friday
1,1,14,7,Monday
1,0,32,7,Thursday
5,2,0,3,Sunday
1,0,11,2,Wednesday
1,1,56,7,Friday
4,1,0,6,Saturday
1,1,29,4,Thursday
3,0,54,4,Friday
2,0,0,6,Friday
5,1,61,4,Friday
3,0,86,2,Friday
4,0,2,1,Saturday
5,0,2,1,Monday
5,0,0,5,Wednesday
3,2,52,1,Saturday
1,0,0,5,Monday
3,2,12,1,Saturday
6,2,49,1,Saturday
2,1,30,1,Thursday
1,1,41,7,Wednesday
5,2,47,1,Wednesday
1,0,0,6,Monday
2,0,28,1,Saturday
6,0,25,6,Saturday
6,0,23,1,Monday
2,1,23,1,Saturday
3,0,45,4,Friday
1,2,0,9,Saturday
5,1,0,6,Tuesday
1,0,51,2,Thursday
6,0,64,1,Tuesday
5,0,7,3,Monday
2,0,56,2,Saturday
1,0,87,4,Saturday
6,0,49,1,Tuesday
4,2,41,7,Saturday
4,0,12,7,Saturday
3,0,48,2,Monday
3,0,82,9,Monday
2,1,93,2,Thursday
1,0,78,6,Wednesday
4,1,73,4,Friday
1,0,3,5,Saturday
2,1,95,2,Friday
4,1,61,1,Saturday
1,0,29,3,Friday
6,2,71,1,Friday
2,0,81,4,Thursday
2,0,57,1,Tuesday
1,1,7,8,Thursday
2,0,18,1,Saturday
3,2,65,6,Friday
2,0,60,9,Saturday
1,1,3,9,Tuesday
1,1,5,1,Friday
4,0,3,3,Friday
4,1,48,4,Saturday
2,1,15,1,Friday
1,0,6,6,Friday
3,1,8,1,Wednesday
1,0,21,2,Sunday
6,0,78,9,Thursday
1,1,0,1,Wednesday
4,0,24,4,Tuesday
4,2,4,1,Friday
1,0,0,9,Thursday
3,1,33,7,Friday
4,2,62,2,Saturday
2,1,22,6,Wednesday
2,0,35,8,Saturday
1,0,8,8,Tuesday
5,0,49,5,Saturday
2,2,3,9,Saturday
1,0,6,1,Wednesday
2,0,50,5,Thursday
3,0,81,3,Saturday
3,0,3,9,Friday
5,0,75,7,Tuesday
1,1,99,9,Thursday
6,0,19,4,Saturday
1,2,90,7,Sunday
4,0,94,4,Sunday
1,2,58,7,Wednesday
1,0,11,3,Friday
2,1,4,2,Friday
1,2,56,1,Thursday
2,0,66,6,Saturday
4,2,30,3,Tuesday
1,2,99,7,Friday
6,2,1,8,Saturday
2,0,2,4,Tuesday
1,0,65,1,Tuesday
6,0,11,6,Friday
1,0,21,9,Monday
2,0,33,1,Wednesday
2,2,20,2,Saturday
1,1,70,5,Sunday
2,2,5,7,Tuesday
3,0,21,1,Thursday
3,1,0,3,Sunday
1,0,10,9,Tuesday
1,0,0,1,Monday
6,0,45,5,Saturday
2,0,17,2,Thursday
1,0,3,7,Thursday
1,1,61,4,Wednesday
2,1,42,8,Saturday
3,1,49,1,Saturday
4,1,8,1,Monday
1,0,58,1,Saturday
2,1,36,1,Saturday
4,0,22,1,Sunday
6,1,1,3,Saturday
6,0,53,2,Thursday
3,1,31,2,Saturday
3,0,14,2,Saturday
4,1,11,1,Saturday
1,0,2,3,Saturday
1,0,8,1,Tuesday
2,0,0,5,Wednesday
6,1,71,1,Thursday
4,2,15,5,Thursday
6,1,1,1,Tuesday
2,1,77,5,Wednesday
1,1,92,1,Saturday
1,1,88,1,Saturday
2,1,63,1,Wednesday
2,1,0,7,Thursday
1,1,88,6,Wednesday
5,0,66,1,Wednesday
1,1,12,2,Tuesday
5,0,95,1,Friday
4,0,66,7,Friday
1,1,52,5,Saturday
5,1,72,8,Monday
3,0,2,9,Thursday
1,2,42,1,Sunday
1,0,21,2,Friday
3,2,15,3,Tuesday
1,0,22,5,Thursday
1,0,0,4,Friday
1,0,58,4,Tuesday
1,0,59,2,Friday
1,1,26,1,Wednesday
1,0,17,3,Wednesday
1,0,59,5,Tuesday
1,0,17,7,Monday
3,1,13,7,Tuesday
5,0,80,1,Saturday
1,1,13,7,Saturday
6,0,25,2,Friday
1,0,2,2,Monday
1,0,26,4,Saturday
2,1,5,3,Saturday
1,1,0,7,Friday
5,0,1,3,Monday
4,0,57,1,Saturday
1,0,5,4,Saturday
5,0,12,7,Sunday
2,1,63,4,Thursday
3,1,58,8,Wednesday
3,0,5,2,Friday
2,0,7,7,Friday
4,1,34,1,Wednesday
1,2,25,8,Friday
3,2,0,1,Friday
3,1,16,9,Wednesday
4,2,12,2,Thursday
4,1,66,7,Monday
1,0,0,3,Thursday
1,1,1,1,Friday
2,1,0,1,Tuesday
3,0,57,7,Sunday
2,1,51,6,Wednesday
1,0,5,2,Saturday
5,1,23,4,Monday
1,0,61,2,Monday
3,0,2,5,Saturday
4,0,90,3,Saturday
5,0,2,9,Saturday
2,0,69,4,Monday
6,0,40,1,Saturday
2,0,0,7,Tuesday
2,0,0,1,Tuesday
3,2,88,7,Wednesday
6,0,88,1,Thursday
1,0,11,1,Friday
6,1,96,1,Thursday
6,0,34,1,Monday
2,0,84,4,Friday
3,1,46,1,Monday
3,1,10,7,Friday
2,1,16,3,Saturday
1,1,7,5,Sunday
6,0,6,2,Friday
2,1,16,8,Friday
1,1,0,1,Thursday
3,1,29,4,Friday
6,0,54,1,Friday
4,0,45,4,Friday
1,0,47,5,Friday
2,2,16,1,Thursday
1,1,69,1,Saturday
1,2,89,3,Wednesday
1,1,94,2,Saturday
4,0,98,5,Saturday
1,0,77,2,Friday
5,0,41,1,Monday
2,1,73,4,Friday
2,0,0,3,Friday
1,2,15,2,Saturday
2,1,100,3,Saturday
3,0,70,2,Wednesday
5,0,8,3,Saturday
1,1,12,3,Sunday
1,0,23,9,Friday
3,1,42,3,Tuesday
4,0,2,1,Friday
2,1,6,1,Saturday
5,2,68,5,Sunday
4,0,81,4,Saturday
3,2,38,8,Friday
3,0,9,9,Thursday
2,0,29,5,Wednesday
3,1,36,5,Friday
6,0,3,9,Friday
3,1,23,1,Sunday
2,2,11,1,Saturday
1,0,35,3,Tuesday
4,0,13,1,Sunday
6,0,11,5,Friday
5,0,28,9,Friday
1,2,36,2,Friday
2,0,2,6,Sunday
4,0,24,3,Monday
5,1,26,2,Sunday
6,2,39,8,Sunday
6,1,75,1,Friday
6,0,17,4,Friday
3,2,84,1,Sunday
6,1,30,5,Saturday
2,1,15,1,Sunday
2,0,0,2,Saturday
1,2,0,4,Friday
1,2,12,1,Monday
2,0,41,9,Saturday
5,0,37,4,Friday
6,0,0,1,Wednesday
2,1,10,4,Friday
2,1,71,3,Wednesday
2,0,17,4,Wednesday
1,1,34,3,Saturday
2,0,12,2,Thursday
2,0,84,2,Friday
2,0,41,3,Saturday
1,1,22,9,Thursday
6,0,69,3,Saturday
2,0,32,1,Tuesday
1,0,9,4,Friday
3,0,37,6,Thursday
3,1,0,1,Sunday
4,0,18,8,Friday
3,0,2,5,Saturday
1,0,26,1,Monday
4,1,89,1,Saturday
1,0,71,7,Friday
6,2,100,9,Saturday
6,0,7,7,Saturday
6,0,91,9,Saturday
2,1,37,5,Saturday
1,0,9,7,Wednesday
2,0,3,9,Friday
5,0,4,1,Saturday
4,0,49,9,Wednesday
1,1,7,4,Tuesday
5,1,31,4,Wednesday
5,2,35,7,Friday
5,0,0,7,Friday
4,1,20,3,Thursday
2,1,97,3,Saturday
5,1,27,6,Monday
1,0,48,1,Wednesday
1,1,0,3,Monday
5,2,10,9,Saturday
1,0,0,9,Sunday
4,2,35,4,Friday
2,2,2,8,Saturday
5,0,90,2,Friday
