,Adults,Children,LeadDays,LengthOfStay,ArrivalDate-WeekDay,1005,1032,1033,1034,1039,1042,1047,1050,1051,1052,1078,1080,40000,40006,1000,1014,1001
282,3,0,6,7,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,5,1,28,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,1,0,4,5,Wednesday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
285,2,1,13,2,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,4,0,0,4,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,2,0,97,5,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
288,1,0,1,8,Friday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
289,1,1,67,5,Friday,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
290,1,0,2,5,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,6,0,83,1,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,2,0,2,3,Tuesday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,5,0,1,1,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
294,3,2,52,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,6,0,13,1,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
296,2,0,12,7,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,6,1,30,1,Tuesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
298,6,0,25,2,Friday,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
299,6,1,87,1,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300,1,2,5,5,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
301,1,0,1,4,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,6,0,11,1,Friday,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
303,1,2,1,9,Saturday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
304,1,0,90,8,Monday,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
305,1,1,0,9,Friday,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
306,3,1,3,8,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
307,1,1,20,1,Monday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308,2,0,0,1,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309,4,0,5,1,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,2,0,90,5,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
311,5,0,53,4,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,4,1,83,3,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1,0,11,6,Wednesday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
314,6,1,59,2,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
315,5,0,73,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
316,1,0,1,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
317,1,0,77,1,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
318,6,0,75,6,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
319,2,2,78,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2,1,70,4,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,2,0,53,7,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
322,6,0,46,5,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
323,1,0,85,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324,1,0,0,6,Thursday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,6,1,71,5,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
326,3,0,10,7,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
327,2,0,86,2,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,1,0,29,4,Tuesday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
329,1,0,81,5,Tuesday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330,4,0,3,2,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
331,2,0,0,6,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,1,0,1,2,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
333,2,2,1,9,Tuesday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
334,2,0,73,4,Saturday,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
335,6,0,41,6,Thursday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,6,0,69,3,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
337,3,2,2,2,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
338,5,0,1,5,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
339,2,0,19,9,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2,0,18,4,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,3,2,42,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,5,0,15,8,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
343,6,2,11,2,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,6,0,1,7,Thursday,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2,2,52,8,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
346,4,2,5,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,3,1,34,5,Thursday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
348,1,0,90,9,Tuesday,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
349,3,0,1,7,Saturday,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
350,6,1,30,3,Tuesday,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
351,5,2,27,1,Friday,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
352,2,0,11,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,2,0,52,4,Thursday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,3,2,11,3,Friday,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
355,6,0,12,5,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,1,1,1,8,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,4,0,77,7,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,3,2,35,4,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,2,1,1,2,Saturday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
360,5,1,84,3,Sunday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,2,2,20,7,Monday,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
362,4,0,0,7,Monday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
363,6,0,14,1,Tuesday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364,5,2,28,9,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,1,1,65,9,Thursday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
366,1,0,1,3,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,3,0,74,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,6,0,54,9,Monday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
369,4,0,89,2,Wednesday,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
370,2,0,14,1,Friday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
371,1,0,0,6,Tuesday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
372,2,2,2,4,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,3,0,24,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,2,0,34,9,Saturday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
375,1,2,70,7,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
376,2,1,78,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
377,2,0,75,3,Tuesday,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
378,2,0,20,2,Monday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
379,6,0,18,1,Friday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
380,1,0,7,4,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,1,0,97,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,1,1,21,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,6,1,22,8,Monday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
384,1,0,33,2,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,3,2,43,6,Thursday,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
386,1,0,93,1,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,4,1,77,1,Monday,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
388,3,2,81,7,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,1,2,21,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,4,1,3,6,Saturday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
391,1,0,30,3,Friday,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,1,0,92,8,Saturday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
393,2,2,71,7,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
394,1,2,1,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,1,0,71,8,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,1,0,75,6,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,6,1,2,8,Wednesday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
398,1,1,48,1,Monday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
399,5,1,87,4,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,1,0,8,4,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,3,1,46,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,2,2,12,3,Sunday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
403,1,2,10,1,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
404,2,2,23,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,2,0,86,9,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,2,0,95,4,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,1,2,96,4,Thursday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
408,1,0,2,8,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,3,0,63,1,Saturday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,2,1,21,3,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
411,2,0,61,9,Tuesday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,6,0,0,1,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2,0,0,1,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,2,0,10,2,Tuesday,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
415,1,2,0,2,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,5,1,39,1,Saturday,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
417,1,0,1,2,Saturday,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
418,6,1,45,6,Tuesday,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
419,2,0,24,2,Thursday,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
420,1,0,0,7,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,1,1,9,7,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
422,1,0,25,4,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2,0,30,1,Friday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
424,1,1,1,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,5,0,39,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426,4,1,4,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
427,5,0,2,1,Monday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
428,5,0,66,2,Wednesday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
429,6,1,25,3,Saturday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
430,3,2,88,1,Sunday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
431,1,0,1,7,Friday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,3,2,64,5,Saturday,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
433,4,1,79,7,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
434,4,0,77,4,Saturday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
435,5,0,23,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,2,2,83,8,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,1,0,2,7,Thursday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
438,2,0,93,5,Friday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
439,1,2,32,7,Saturday,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
440,2,1,50,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,6,0,1,7,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
442,6,0,21,7,Thursday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
443,1,0,0,9,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,5,1,4,4,Thursday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
445,2,1,19,1,Friday,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
446,6,1,57,6,Friday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
447,4,1,2,1,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
448,2,2,9,9,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,1,1,66,1,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,3,0,0,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,2,0,26,2,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,5,0,24,8,Monday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
453,1,0,34,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,1,0,38,2,Sunday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
455,2,2,10,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
456,6,1,93,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
457,3,1,41,6,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3,1,16,3,Thursday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,3,0,26,2,Thursday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,2,0,3,3,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,3,0,70,3,Saturday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
462,3,0,84,6,Monday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
463,2,1,46,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,5,1,4,6,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465,1,0,75,1,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466,1,2,24,3,Saturday,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
467,6,1,75,1,Wednesday,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
468,1,0,52,3,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,1,1,1,8,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,4,1,0,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
471,2,2,32,2,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
472,4,2,20,3,Monday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
473,5,0,1,6,Saturday,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
474,1,0,39,5,Tuesday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
475,6,2,51,4,Saturday,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
476,6,0,48,9,Saturday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
477,1,0,100,5,Wednesday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
478,5,1,42,1,Saturday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
479,6,2,31,3,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
480,2,1,54,2,Thursday,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
481,3,0,99,8,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,2,0,4,4,Monday,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
483,2,0,18,3,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,1,2,28,6,Saturday,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
485,1,1,9,2,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
486,1,2,46,2,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
487,5,0,59,1,Friday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
488,3,0,89,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,4,0,90,1,Friday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
490,5,1,94,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
491,4,0,88,2,Friday,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
492,1,0,24,5,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,1,2,1,6,Sunday,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
494,5,0,94,3,Tuesday,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
495,1,0,37,5,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
496,3,0,37,9,Thursday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,1,0,1,6,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,3,1,33,1,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
499,4,0,9,1,Friday,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
500,5,1,0,2,Sunday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
501,2,1,11,2,Saturday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
502,4,0,39,4,Thursday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,6,1,10,5,Thursday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
504,3,2,77,3,Saturday,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
505,5,0,25,5,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,1,0,4,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,5,0,75,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,2,0,12,6,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
509,1,1,84,8,Wednesday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
510,1,0,11,4,Friday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,2,0,38,2,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
512,1,1,50,5,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,1,0,62,9,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,1,2,2,6,Monday,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
515,5,0,28,3,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
516,2,0,50,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,6,0,11,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,2,0,10,7,Tuesday,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
519,5,0,2,8,Saturday,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
520,5,0,2,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,1,0,1,1,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,1,0,88,1,Thursday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
523,4,0,44,5,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,4,0,0,9,Tuesday,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
525,5,1,0,8,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,1,2,1,1,Thursday,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
527,1,0,0,6,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
528,4,0,3,7,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
529,3,0,41,1,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
530,1,0,44,1,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
531,2,0,25,2,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,1,1,76,9,Wednesday,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
533,2,1,68,4,Friday,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
534,3,2,4,4,Friday,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
535,5,1,2,2,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,5,1,60,1,Friday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
537,2,0,1,2,Friday,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
538,5,1,0,3,Saturday,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
539,4,0,0,5,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,1,1,4,7,Saturday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
541,1,0,90,4,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,2,1,55,1,Saturday,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
543,2,0,12,7,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,2,0,1,2,Sunday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
545,2,0,2,1,Friday,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
546,2,0,2,4,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,2,0,0,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,1,0,68,1,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,1,2,8,8,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,1,0,7,8,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,5,0,2,5,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
552,6,0,1,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,1,2,97,9,Saturday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
554,2,0,77,7,Friday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
555,5,2,60,5,Monday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
556,3,0,55,7,Saturday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
557,5,1,17,1,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
558,3,0,2,3,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
559,2,0,38,4,Friday,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
560,3,0,51,8,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,1,2,39,1,Friday,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
562,2,0,0,6,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
563,2,0,34,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,5,0,47,9,Monday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
565,1,0,0,5,Wednesday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
