ArrivalDate-Weekday;Arrival-Month;LeadDays;channel-id;lang-id
FRIDAY   ;5;31;6;1
SATURDAY ;9;65;7;1
MONDAY   ;10;4;6;1
MONDAY   ;8;21;7;1
FRIDAY   ;10;41;7;1
WEDNESDAY;7;1;7;1
SATURDAY ;8;2;6;1
SATURDAY ;6;18;7;1
FRIDAY   ;10;1;7;1
MONDAY   ;5;51;6;1
THURSDAY ;6;87;6;1
WEDNESDAY;5;49;7;1
FRIDAY   ;10;15;7;1
TUESDAY  ;9;19;7;1
SATURDAY ;9;65;7;1
SATURDAY ;1;1;7;1
MONDAY   ;8;54;6;1
SATURDAY ;3;26;7;1
MONDAY   ;4;13;6;1
FRIDAY   ;1;8;7;1
FRIDAY   ;3;22;7;1
SATURDAY ;10;2;7;1
WEDNESDAY;1;1;7;1
WEDNESDAY;6;28;13;1
MONDAY   ;2;65;1;1
THURSDAY ;3;150;7;1
THURSDAY ;5;29;7;1
TUESDAY  ;2;5;7;1
THURSDAY ;9;16;6;1
TUESDAY  ;3;52;13;1
SATURDAY ;9;3;7;1
THURSDAY ;5;6;7;1
THURSDAY ;10;8;7;1
MONDAY   ;3;6;13;1
FRIDAY   ;9;81;7;1
FRIDAY   ;2;24;6;1
SUNDAY   ;3;6;7;1
MONDAY   ;8;53;6;1
THURSDAY ;2;24;7;1
TUESDAY  ;7;12;7;1
SUNDAY   ;10;320;13;1
WEDNESDAY;1;6;7;1
SUNDAY   ;6;10;7;1
FRIDAY   ;10;4;7;1
WEDNESDAY;3;15;13;1
SUNDAY   ;6;16;7;1
FRIDAY   ;8;8;7;1
THURSDAY ;10;6;7;1
MONDAY   ;3;6;13;1
SATURDAY ;1;2;7;1
SUNDAY   ;2;33;7;1
SATURDAY ;9;1;7;1
MONDAY   ;2;60;7;1
WEDNESDAY;3;13;13;1
SUNDAY   ;2;3;7;1
THURSDAY ;7;73;6;1
TUESDAY  ;5;272;7;1
SATURDAY ;5;2;7;1
WEDNESDAY;10;14;13;1
WEDNESDAY;5;5;7;1
WEDNESDAY;5;6;7;1
THURSDAY ;9;7;6;1
WEDNESDAY;1;6;7;1
MONDAY   ;10;21;7;1
SUNDAY   ;10;45;7;1
WEDNESDAY;6;43;13;1
SUNDAY   ;8;120;6;1
TUESDAY  ;6;47;6;1
SATURDAY ;10;1;7;1
SUNDAY   ;4;4;7;1
THURSDAY ;9;8;7;1
SATURDAY ;3;2;6;1
SATURDAY ;9;6;6;1
FRIDAY   ;11;7;7;1
SATURDAY ;7;26;7;1
SUNDAY   ;9;54;7;1
SUNDAY   ;7;1;6;1
FRIDAY   ;9;16;7;1
FRIDAY   ;4;63;1;1
SATURDAY ;11;47;1;1
THURSDAY ;8;20;1;1
FRIDAY   ;8;17;12;1
WEDNESDAY;10;20;1;1
TUESDAY  ;3;1;1;1
FRIDAY   ;8;97;1;1
MONDAY   ;3;3;1;1
SATURDAY ;9;11;1;1
THURSDAY ;8;20;1;1
THURSDAY ;8;8;1;1
MONDAY   ;3;14;1;1
WEDNESDAY;5;69;1;1
THURSDAY ;6;1;1;1
SUNDAY   ;8;11;12;1
FRIDAY   ;5;44;1;1
MONDAY   ;10;36;1;1
WEDNESDAY;5;7;1;1
FRIDAY   ;5;56;1;1
TUESDAY  ;3;1;1;1
TUESDAY  ;9;60;7;1
WEDNESDAY;1;111;6;1
FRIDAY   ;1;114;6;1
MONDAY   ;1;73;6;1
SUNDAY   ;2;83;6;1
FRIDAY   ;1;43;6;1
SATURDAY ;1;27;6;1
SUNDAY   ;1;25;6;1
MONDAY   ;1;35;6;1
THURSDAY ;1;28;13;1
THURSDAY ;1;28;13;1
MONDAY   ;1;10;6;1
SATURDAY ;1;14;6;1
THURSDAY ;2;42;6;1
WEDNESDAY;1;31;6;1
TUESDAY  ;1;1;6;1
MONDAY   ;1;12;6;1
SUNDAY   ;1;17;6;1
FRIDAY   ;1;6;6;1
SATURDAY ;1;5;6;1
SUNDAY   ;2;31;6;1
TUESDAY  ;1;1;6;1
SATURDAY ;1;1;6;1
THURSDAY ;2;18;6;1
TUESDAY  ;1;1;6;1
THURSDAY ;1;2;6;1
FRIDAY   ;2;10;6;1
WEDNESDAY;2;8;6;1
SATURDAY ;2;10;6;1
SUNDAY   ;4;272;6;1
MONDAY   ;4;260;6;1
SUNDAY   ;4;250;6;1
MONDAY   ;2;62;6;1
THURSDAY ;5;116;6;1
TUESDAY  ;2;21;6;1
SUNDAY   ;2;12;6;1
THURSDAY ;3;44;6;1
TUESDAY  ;10;33;7;1
FRIDAY   ;11;1;6;1
TUESDAY  ;10;6;6;1
SUNDAY   ;12;4;7;1
FRIDAY   ;12;2;7;1
TUESDAY  ;10;18;7;1
WEDNESDAY;12;47;6;1
TUESDAY  ;11;6;7;1
TUESDAY  ;11;6;7;1
TUESDAY  ;11;6;7;1
FRIDAY   ;12;9;6;1
SATURDAY ;11;12;6;1
WEDNESDAY;11;3;6;1
SUNDAY   ;11;31;7;1
THURSDAY ;12;41;6;1
TUESDAY  ;11;4;7;1
SUNDAY   ;12;54;6;1
WEDNESDAY;12;8;6;1
TUESDAY  ;11;2;6;1
SUNDAY   ;12;38;6;1
MONDAY   ;11;7;6;1
SUNDAY   ;12;16;7;1
WEDNESDAY;12;35;6;1
MONDAY   ;12;23;6;1
SATURDAY ;12;13;6;1
TUESDAY  ;10;3;6;1
SUNDAY   ;11;18;7;1
MONDAY   ;12;4;7;1
SATURDAY ;11;12;6;1
FRIDAY   ;12;32;6;1
SUNDAY   ;11;20;6;1
MONDAY   ;12;26;6;1
THURSDAY ;11;16;6;1
THURSDAY ;11;28;7;1
SATURDAY ;12;16;6;1
THURSDAY ;12;55;7;1
MONDAY   ;11;18;7;1
FRIDAY   ;11;59;6;1
FRIDAY   ;6;33;6;1
SATURDAY ;5;2;6;1
MONDAY   ;4;9;6;1
FRIDAY   ;5;2;6;1
SATURDAY ;4;41;6;1
SATURDAY ;2;0;7;1
TUESDAY  ;5;21;6;1
WEDNESDAY;6;15;6;1
TUESDAY  ;1;6;7;1
THURSDAY ;10;0;6;1
SUNDAY   ;1;16;7;1
FRIDAY   ;3;52;6;1
FRIDAY   ;1;3;7;1
WEDNESDAY;9;2;6;1
SUNDAY   ;7;6;6;1
SATURDAY ;10;51;7;1
FRIDAY   ;6;1;6;1
THURSDAY ;1;34;7;1
FRIDAY   ;5;0;6;1
SUNDAY   ;1;11;7;1
MONDAY   ;1;25;7;1
SUNDAY   ;8;9;6;1
WEDNESDAY;2;4;6;1
MONDAY   ;6;14;6;1
SATURDAY ;10;10;6;1
SATURDAY ;5;0;7;1
FRIDAY   ;11;32;6;1
MONDAY   ;10;28;6;1
SUNDAY   ;3;17;7;1
SATURDAY ;9;2;13;1
SATURDAY ;3;3;6;1
SATURDAY ;3;0;7;1
WEDNESDAY;1;0;7;1
SATURDAY ;10;10;6;1
SUNDAY   ;4;54;6;1
THURSDAY ;5;29;6;1
SATURDAY ;6;12;6;1
FRIDAY   ;9;54;6;1
FRIDAY   ;5;2;6;1
SATURDAY ;9;25;6;1
SUNDAY   ;7;1;6;1
SATURDAY ;2;1;6;1
TUESDAY  ;8;8;6;1
WEDNESDAY;3;16;6;1
SATURDAY ;9;24;6;1
FRIDAY   ;6;31;6;1
SATURDAY ;5;33;6;1
FRIDAY   ;8;5;6;1
SATURDAY ;1;4;7;1
THURSDAY ;10;38;6;1
THURSDAY ;5;25;6;1
FRIDAY   ;6;31;6;1
THURSDAY ;10;69;6;1
MONDAY   ;6;6;7;1
FRIDAY   ;5;9;6;1
FRIDAY   ;7;17;6;1
FRIDAY   ;5;5;6;1
TUESDAY  ;6;6;13;1
FRIDAY   ;5;0;6;1
THURSDAY ;9;10;6;1
TUESDAY  ;1;4;7;1
SATURDAY ;7;8;6;1
THURSDAY ;5;1;6;1
TUESDAY  ;1;1;7;1
WEDNESDAY;6;22;6;1
SATURDAY ;8;2;6;1
TUESDAY  ;9;22;6;1
SATURDAY ;8;19;6;1
TUESDAY  ;7;12;13;1
TUESDAY  ;7;6;6;1
MONDAY   ;5;3;6;1
FRIDAY   ;1;4;7;1
MONDAY   ;2;23;6;1
FRIDAY   ;10;11;6;1
SATURDAY ;6;22;6;1
MONDAY   ;10;51;6;1
FRIDAY   ;3;26;6;1
FRIDAY   ;6;79;6;1
MONDAY   ;2;11;7;1
MONDAY   ;7;5;6;1
THURSDAY ;2;0;7;1
MONDAY   ;5;5;6;1
TUESDAY  ;9;13;6;1
FRIDAY   ;6;23;6;1
SATURDAY ;9;2;6;1
SATURDAY ;3;25;7;1
TUESDAY  ;6;20;6;1
THURSDAY ;10;65;6;1
TUESDAY  ;1;1;7;1
FRIDAY   ;9;1;6;1
FRIDAY   ;9;22;6;1
MONDAY   ;7;0;6;1
MONDAY   ;3;11;6;1
SATURDAY ;1;5;7;1
SATURDAY ;10;48;6;1
FRIDAY   ;2;9;6;1
SUNDAY   ;9;58;7;1
TUESDAY  ;5;39;6;1
WEDNESDAY;6;22;6;1
TUESDAY  ;8;1;6;1
MONDAY   ;8;1;6;1
THURSDAY ;10;38;6;1
MONDAY   ;12;110;7;1
WEDNESDAY;6;13;6;1
THURSDAY ;5;36;6;1
SATURDAY ;9;3;6;1
SATURDAY ;9;0;7;1
FRIDAY   ;10;2;6;1
THURSDAY ;10;1;6;1
THURSDAY ;4;33;6;1
TUESDAY  ;1;11;7;1
SUNDAY   ;8;20;6;1
FRIDAY   ;4;0;6;1
SATURDAY ;6;0;6;1
THURSDAY ;9;10;6;1
FRIDAY   ;9;27;6;1
FRIDAY   ;5;45;6;1
TUESDAY  ;5;41;6;1
FRIDAY   ;2;1;7;1
TUESDAY  ;9;21;6;1
SATURDAY ;7;12;6;1
SATURDAY ;12;43;6;1
SUNDAY   ;6;13;6;1
SUNDAY   ;1;17;7;1
FRIDAY   ;10;7;6;1
FRIDAY   ;5;20;6;1
FRIDAY   ;3;1;7;1
FRIDAY   ;7;24;6;1
THURSDAY ;8;2;6;1
SATURDAY ;4;137;1;1
SUNDAY   ;2;5;6;1
SUNDAY   ;10;20;6;1
TUESDAY  ;7;2;6;1
MONDAY   ;4;5;6;1
WEDNESDAY;1;40;7;1
WEDNESDAY;7;23;6;1
FRIDAY   ;8;45;6;1
MONDAY   ;9;31;6;1
SUNDAY   ;9;47;6;1
SATURDAY ;4;16;7;1
FRIDAY   ;8;24;6;1
WEDNESDAY;7;0;6;1
SATURDAY ;6;5;13;1
MONDAY   ;9;7;6;1
MONDAY   ;9;27;7;1
SATURDAY ;10;20;6;1
TUESDAY  ;9;54;6;1
SUNDAY   ;4;24;6;1
TUESDAY  ;10;6;6;1
FRIDAY   ;3;5;6;1
FRIDAY   ;1;0;7;1
SUNDAY   ;8;2;6;1
FRIDAY   ;5;58;6;1
FRIDAY   ;10;4;6;1
MONDAY   ;10;27;6;1
TUESDAY  ;5;26;6;1
WEDNESDAY;7;0;6;1
SATURDAY ;2;18;7;1
MONDAY   ;4;11;6;1
WEDNESDAY;7;8;6;1
FRIDAY   ;3;4;6;1
WEDNESDAY;1;6;7;1
TUESDAY  ;2;61;6;1
THURSDAY ;2;62;7;1
FRIDAY   ;12;181;6;1
WEDNESDAY;9;16;6;1
TUESDAY  ;8;2;6;1
MONDAY   ;7;19;6;1
SUNDAY   ;1;3;7;1
MONDAY   ;11;71;6;1
FRIDAY   ;5;10;6;1
SATURDAY ;5;1;6;1
WEDNESDAY;6;23;6;1
MONDAY   ;1;41;7;1
MONDAY   ;6;138;6;1
SUNDAY   ;7;112;6;1
WEDNESDAY;5;4;6;1
MONDAY   ;5;0;6;1
FRIDAY   ;6;9;6;1
THURSDAY ;5;1;6;1
FRIDAY   ;3;3;6;1
THURSDAY ;9;6;6;1
WEDNESDAY;8;29;6;1
SATURDAY ;9;3;6;1
FRIDAY   ;10;2;7;1
SATURDAY ;5;13;6;1
THURSDAY ;8;37;6;1
SATURDAY ;3;1;6;1
FRIDAY   ;5;27;6;1
FRIDAY   ;4;10;6;1
MONDAY   ;7;12;6;1
SATURDAY ;4;17;6;1
SUNDAY   ;9;6;7;1
MONDAY   ;2;11;6;1
TUESDAY  ;9;13;12;1
THURSDAY ;12;115;1;1
TUESDAY  ;10;21;1;1
TUESDAY  ;6;14;1;1
FRIDAY   ;5;0;1;1
MONDAY   ;12;87;1;1
SATURDAY ;7;17;1;1
SATURDAY ;8;1;1;1
SUNDAY   ;9;17;1;1
SUNDAY   ;3;3;1;1
SUNDAY   ;4;21;1;1
SATURDAY ;6;45;1;1
SATURDAY ;9;15;1;1
TUESDAY  ;6;8;1;1
TUESDAY  ;4;22;1;1
THURSDAY ;10;13;1;1
WEDNESDAY;5;9;13;1
MONDAY   ;4;12;13;1
SUNDAY   ;6;38;6;1
TUESDAY  ;11;33;6;1
SATURDAY ;5;69;6;1
FRIDAY   ;7;8;6;1
FRIDAY   ;8;7;6;1
SUNDAY   ;4;51;6;1
FRIDAY   ;5;43;6;1
TUESDAY  ;3;31;6;1
SUNDAY   ;8;12;6;1
FRIDAY   ;12;53;6;1
SUNDAY   ;9;24;6;1
THURSDAY ;6;29;6;1
FRIDAY   ;6;11;6;1
FRIDAY   ;4;3;6;1
SUNDAY   ;3;20;6;1
THURSDAY ;3;7;6;1
FRIDAY   ;6;7;6;1
THURSDAY ;5;11;6;1
THURSDAY ;11;31;6;1
MONDAY   ;5;8;6;1
SATURDAY ;6;9;6;1
THURSDAY ;3;37;6;1
MONDAY   ;7;8;6;1
FRIDAY   ;5;11;6;1
FRIDAY   ;8;39;6;1
MONDAY   ;11;22;6;1
TUESDAY  ;8;46;6;1
SATURDAY ;6;18;6;1
FRIDAY   ;6;52;6;1
MONDAY   ;2;15;6;1
SATURDAY ;8;30;6;1
FRIDAY   ;10;43;6;1
FRIDAY   ;10;31;6;1
SATURDAY ;9;5;6;1
MONDAY   ;10;83;6;1
THURSDAY ;6;0;6;1
SUNDAY   ;10;10;6;1
SATURDAY ;9;5;6;1
SUNDAY   ;7;8;6;1
SATURDAY ;10;117;6;1
SATURDAY ;6;18;6;1
SATURDAY ;2;14;6;1
SATURDAY ;10;3;6;1
MONDAY   ;11;3;6;1
SUNDAY   ;12;45;7;1
SATURDAY ;11;1;6;1
TUESDAY  ;11;16;6;1
MONDAY   ;11;14;7;1
SATURDAY ;11;3;6;1
TUESDAY  ;11;18;6;1
WEDNESDAY;12;12;7;1
MONDAY   ;12;0;7;1
SATURDAY ;11;8;7;1
SATURDAY ;11;8;7;1
MONDAY   ;10;31;6;1
TUESDAY  ;12;20;13;1
THURSDAY ;12;1;7;1
FRIDAY   ;11;9;7;1
MONDAY   ;12;4;1;1
TUESDAY  ;11;4;7;1
SUNDAY   ;12;16;6;1
MONDAY   ;12;1;1;1
MONDAY   ;11;25;13;1
WEDNESDAY;11;74;13;1
THURSDAY ;11;6;7;1
WEDNESDAY;12;0;6;1
SUNDAY   ;10;6;6;1
SATURDAY ;12;26;6;1
MONDAY   ;12;7;6;1
SATURDAY ;11;31;6;1
WEDNESDAY;12;6;7;1
WEDNESDAY;12;29;1;1
THURSDAY ;11;16;6;1
SATURDAY ;12;25;6;1
FRIDAY   ;11;60;7;1
MONDAY   ;11;7;7;1
THURSDAY ;11;3;6;1
SUNDAY   ;11;1;6;1
THURSDAY ;12;3;13;1
SUNDAY   ;12;0;7;1
MONDAY   ;11;7;6;1
TUESDAY  ;11;4;7;1
WEDNESDAY;12;8;6;1
SATURDAY ;11;2;6;1
THURSDAY ;11;14;7;1
SATURDAY ;12;0;7;1
FRIDAY   ;12;1;6;1
FRIDAY   ;12;2;6;1
SUNDAY   ;11;0;6;1
MONDAY   ;12;14;13;1
SATURDAY ;11;33;1;1
SUNDAY   ;12;28;1;1
FRIDAY   ;11;56;7;1
MONDAY   ;12;18;13;1
SUNDAY   ;11;2;6;1
WEDNESDAY;12;29;6;1
SUNDAY   ;12;2;7;1
THURSDAY ;11;29;7;1
WEDNESDAY;12;21;6;1
FRIDAY   ;12;48;6;1
FRIDAY   ;11;53;6;1
TUESDAY  ;11;8;7;1
MONDAY   ;11;6;6;1
MONDAY   ;12;6;6;1
MONDAY   ;12;25;7;1
WEDNESDAY;11;22;7;1
MONDAY   ;12;2;1;1
WEDNESDAY;11;2;6;1
WEDNESDAY;10;12;7;1
FRIDAY   ;12;2;6;1
FRIDAY   ;11;7;7;1
TUESDAY  ;11;13;1;1
WEDNESDAY;11;0;6;1
MONDAY   ;12;42;6;1
TUESDAY  ;12;4;7;1
MONDAY   ;11;14;1;1
SATURDAY ;11;9;7;1
THURSDAY ;11;6;6;1
FRIDAY   ;11;1;6;1
SUNDAY   ;12;18;6;1
THURSDAY ;11;4;6;1
THURSDAY ;12;2;7;1
TUESDAY  ;12;8;1;1
THURSDAY ;11;28;7;1
FRIDAY   ;12;4;6;1
TUESDAY  ;11;7;7;1
TUESDAY  ;12;4;7;1
TUESDAY  ;10;11;7;1
WEDNESDAY;12;67;6;1
MONDAY   ;12;13;6;1
TUESDAY  ;12;12;6;1
WEDNESDAY;12;23;6;1
SUNDAY   ;12;38;6;1
FRIDAY   ;11;11;6;1
THURSDAY ;11;92;6;1
SATURDAY ;10;10;7;1
WEDNESDAY;1;18;6;1
MONDAY   ;1;33;6;1
SATURDAY ;1;10;6;1
WEDNESDAY;1;0;6;1
SUNDAY   ;1;3;6;1
TUESDAY  ;1;26;6;1
SATURDAY ;1;14;6;1
THURSDAY ;1;5;6;1
SATURDAY ;1;5;6;1
MONDAY   ;1;7;6;1
FRIDAY   ;1;4;6;1
THURSDAY ;1;3;6;1
FRIDAY   ;1;3;6;1
FRIDAY   ;1;1;6;1
TUESDAY  ;1;17;6;1
TUESDAY  ;1;2;6;1
MONDAY   ;1;8;6;1
SATURDAY ;1;6;6;1
TUESDAY  ;1;1;6;1
FRIDAY   ;1;11;6;1
WEDNESDAY;1;1;6;1
THURSDAY ;2;21;6;1
TUESDAY  ;1;4;6;1
WEDNESDAY;1;1;6;1
WEDNESDAY;1;0;6;1
THURSDAY ;1;1;6;1
SATURDAY ;2;7;6;1
WEDNESDAY;1;1;6;1
SUNDAY   ;2;4;6;1
FRIDAY   ;5;177;6;1
SUNDAY   ;3;40;6;1
FRIDAY   ;2;24;6;1
SATURDAY ;12;3;6;1
TUESDAY  ;12;51;6;1
THURSDAY ;12;37;6;1
THURSDAY ;12;46;13;1
THURSDAY ;12;25;6;1
FRIDAY   ;12;39;6;1
FRIDAY   ;12;52;6;1
SATURDAY ;12;4;6;1
SATURDAY ;10;40;6;1
TUESDAY  ;11;6;7;1
TUESDAY  ;11;6;7;1
TUESDAY  ;11;6;7;1
TUESDAY  ;11;6;7;1
TUESDAY  ;11;6;7;1
FRIDAY   ;12;0;7;1
SATURDAY ;10;2;6;1
SUNDAY   ;11;6;7;1
FRIDAY   ;12;59;6;1
SUNDAY   ;11;31;7;1
SUNDAY   ;11;5;6;1
SUNDAY   ;12;38;6;1
WEDNESDAY;12;44;6;1
TUESDAY  ;11;10;6;1
FRIDAY   ;12;39;7;1
TUESDAY  ;11;1;6;1
MONDAY   ;12;39;6;1
WEDNESDAY;12;19;6;1
SUNDAY   ;11;5;6;1
WEDNESDAY;12;37;6;1
SUNDAY   ;12;24;6;1
MONDAY   ;12;23;6;1
MONDAY   ;12;27;6;1
THURSDAY ;12;24;6;1
THURSDAY ;12;16;6;1
WEDNESDAY;12;68;6;1
THURSDAY ;12;21;7;1
MONDAY   ;11;25;1;1
MONDAY   ;12;30;6;1
WEDNESDAY;12;37;6;1
SATURDAY ;12;5;7;1
THURSDAY ;12;13;7;1
THURSDAY ;8;0;6;1
THURSDAY ;7;33;6;1
THURSDAY ;5;15;6;1
SUNDAY   ;12;66;6;1
TUESDAY  ;10;14;6;1
MONDAY   ;4;22;6;1
FRIDAY   ;4;44;6;1
FRIDAY   ;5;46;6;1
FRIDAY   ;5;3;7;1
FRIDAY   ;7;1;6;1
TUESDAY  ;10;3;7;1
THURSDAY ;3;86;6;1
FRIDAY   ;1;3;7;1
SATURDAY ;5;31;6;1
SUNDAY   ;6;98;6;1
WEDNESDAY;6;27;6;1
FRIDAY   ;9;71;6;1
THURSDAY ;8;29;6;1
WEDNESDAY;8;1;6;1
SATURDAY ;7;5;6;1
THURSDAY ;6;30;7;1
TUESDAY  ;8;0;6;1
FRIDAY   ;4;21;6;1
SUNDAY   ;6;74;13;1
MONDAY   ;1;4;7;1
MONDAY   ;1;42;7;1
SATURDAY ;9;45;6;1
TUESDAY  ;4;1;7;1
SATURDAY ;1;44;7;1
FRIDAY   ;3;13;6;1
SATURDAY ;7;12;6;1
FRIDAY   ;5;48;6;1
WEDNESDAY;8;15;13;1
FRIDAY   ;7;0;6;1
FRIDAY   ;3;55;6;1
TUESDAY  ;5;54;6;1
THURSDAY ;10;14;6;1
MONDAY   ;8;46;6;1
WEDNESDAY;3;62;6;1
SUNDAY   ;6;13;6;1
TUESDAY  ;1;49;7;1
TUESDAY  ;6;19;6;1
SATURDAY ;8;1;6;1
THURSDAY ;7;1;6;1
SATURDAY ;2;126;7;1
SATURDAY ;5;9;6;1
SATURDAY ;8;19;6;1
MONDAY   ;5;13;6;1
SATURDAY ;8;0;6;1
SATURDAY ;8;22;6;1
FRIDAY   ;4;4;6;1
FRIDAY   ;1;0;7;1
FRIDAY   ;1;3;7;1
TUESDAY  ;1;0;7;1
TUESDAY  ;8;20;6;1
THURSDAY ;7;8;6;1
FRIDAY   ;3;15;6;1
SUNDAY   ;5;7;6;1
MONDAY   ;5;14;6;1
FRIDAY   ;3;30;6;1
FRIDAY   ;10;12;6;1
SATURDAY ;3;18;6;1
FRIDAY   ;4;16;6;1
SATURDAY ;4;17;6;1
SUNDAY   ;5;8;6;1
MONDAY   ;7;2;6;1
SATURDAY ;10;1;6;1
SUNDAY   ;7;3;6;1
SUNDAY   ;4;7;6;1
THURSDAY ;7;22;6;1
THURSDAY ;7;11;6;1
FRIDAY   ;5;21;6;1
FRIDAY   ;4;49;6;1
FRIDAY   ;2;0;6;1
MONDAY   ;10;54;6;1
TUESDAY  ;1;22;7;1
WEDNESDAY;8;34;6;1
TUESDAY  ;3;3;6;1
WEDNESDAY;3;1;6;1
SUNDAY   ;5;54;6;1
TUESDAY  ;3;1;6;1
SUNDAY   ;5;4;6;1
WEDNESDAY;10;0;7;1
MONDAY   ;1;11;7;1
SATURDAY ;8;20;6;1
MONDAY   ;2;5;6;1
MONDAY   ;9;19;13;1
TUESDAY  ;10;38;6;1
SATURDAY ;9;31;6;1
WEDNESDAY;1;2;7;1
SATURDAY ;7;13;6;1
FRIDAY   ;6;2;6;1
FRIDAY   ;3;13;6;1
SATURDAY ;9;4;7;1
MONDAY   ;8;1;6;1
THURSDAY ;5;29;6;1
WEDNESDAY;10;12;6;1
MONDAY   ;4;14;6;1
SUNDAY   ;8;12;6;1
FRIDAY   ;1;38;7;1
MONDAY   ;4;1;6;1
SATURDAY ;5;0;6;1
FRIDAY   ;8;17;6;1
SATURDAY ;1;2;7;1
FRIDAY   ;10;10;6;1
TUESDAY  ;1;3;7;1
TUESDAY  ;3;10;6;1
MONDAY   ;10;51;6;1
FRIDAY   ;4;3;6;1
THURSDAY ;6;1;13;1
SUNDAY   ;2;30;7;1
SATURDAY ;10;5;6;1
TUESDAY  ;5;17;6;1
MONDAY   ;3;45;6;1
FRIDAY   ;8;1;6;1
MONDAY   ;7;14;6;1
WEDNESDAY;7;8;6;1
TUESDAY  ;4;11;7;1
SUNDAY   ;8;22;6;1
MONDAY   ;9;39;6;1
THURSDAY ;10;63;7;1
SATURDAY ;9;4;6;1
SUNDAY   ;6;4;6;1
WEDNESDAY;6;6;6;1
FRIDAY   ;1;21;7;1
SUNDAY   ;2;40;6;1
FRIDAY   ;7;23;7;1
TUESDAY  ;5;2;6;1
SATURDAY ;9;6;6;1
MONDAY   ;1;0;7;1
THURSDAY ;5;5;6;1
THURSDAY ;9;5;6;1
SUNDAY   ;8;2;6;1
WEDNESDAY;8;3;6;1
MONDAY   ;3;45;6;1
SATURDAY ;7;14;6;1
SATURDAY ;7;11;6;1
FRIDAY   ;2;46;6;1
THURSDAY ;8;48;6;1
SUNDAY   ;8;9;6;1
TUESDAY  ;11;32;6;1
SUNDAY   ;8;20;6;1
FRIDAY   ;9;0;6;1
THURSDAY ;8;5;6;1
FRIDAY   ;9;41;7;1
THURSDAY ;5;65;6;1
SATURDAY ;3;33;6;1
MONDAY   ;6;14;6;1
SUNDAY   ;5;1;6;1
SATURDAY ;8;5;6;1
MONDAY   ;2;10;7;1
SATURDAY ;5;34;6;1
FRIDAY   ;5;52;6;1
MONDAY   ;9;10;13;1
MONDAY   ;6;78;6;1
MONDAY   ;6;17;6;1
FRIDAY   ;6;0;6;1
WEDNESDAY;3;1;6;1
SATURDAY ;3;2;6;1
FRIDAY   ;2;71;1;1
TUESDAY  ;9;52;6;1
WEDNESDAY;9;17;6;1
SATURDAY ;6;2;7;1
TUESDAY  ;1;13;7;1
SUNDAY   ;6;11;6;1
FRIDAY   ;3;13;6;1
THURSDAY ;11;11;6;1
TUESDAY  ;2;16;6;1
SATURDAY ;6;5;6;1
WEDNESDAY;10;8;6;1
THURSDAY ;5;9;6;1
TUESDAY  ;1;13;7;1
TUESDAY  ;3;16;6;1
WEDNESDAY;1;9;7;1
TUESDAY  ;5;26;13;1
FRIDAY   ;10;37;6;1
TUESDAY  ;10;4;6;1
SATURDAY ;8;3;6;1
TUESDAY  ;9;60;13;1
TUESDAY  ;9;68;6;1
WEDNESDAY;4;1;6;1
SATURDAY ;6;4;6;1
WEDNESDAY;2;14;6;1
THURSDAY ;1;8;7;1
MONDAY   ;5;13;6;1
SATURDAY ;5;2;6;1
SATURDAY ;5;16;6;1
SUNDAY   ;5;75;6;1
WEDNESDAY;5;9;6;1
FRIDAY   ;6;17;1;1
SATURDAY ;10;45;1;1
MONDAY   ;3;10;12;1
MONDAY   ;6;32;1;1
FRIDAY   ;3;26;1;1
THURSDAY ;5;3;1;1
WEDNESDAY;4;13;1;1
MONDAY   ;9;33;13;1
THURSDAY ;10;97;13;1
FRIDAY   ;2;0;6;1
SATURDAY ;6;18;6;1
FRIDAY   ;10;65;6;1
WEDNESDAY;8;47;6;1
WEDNESDAY;5;16;6;1
SUNDAY   ;4;28;6;1
MONDAY   ;10;107;6;1
WEDNESDAY;5;7;6;1
FRIDAY   ;5;11;6;1
SATURDAY ;6;16;6;1
THURSDAY ;12;111;6;1
WEDNESDAY;9;31;6;1
SUNDAY   ;6;39;6;1
SUNDAY   ;4;17;6;1
SATURDAY ;6;9;6;1
SUNDAY   ;10;24;6;1
SATURDAY ;11;33;6;1
MONDAY   ;10;11;6;1
FRIDAY   ;11;40;6;1
FRIDAY   ;5;20;6;1
SUNDAY   ;9;8;6;1
THURSDAY ;7;33;6;1
THURSDAY ;7;31;6;1
THURSDAY ;7;33;6;1
SUNDAY   ;6;22;6;1
SATURDAY ;8;9;6;1
FRIDAY   ;9;41;6;1
SUNDAY   ;5;0;6;1
SATURDAY ;9;25;6;1
WEDNESDAY;5;16;6;1
FRIDAY   ;4;12;6;1
MONDAY   ;6;70;6;1
TUESDAY  ;5;48;6;1
MONDAY   ;4;15;6;1
TUESDAY  ;3;31;6;1
MONDAY   ;5;15;6;1
TUESDAY  ;11;13;6;1
SATURDAY ;11;1;6;1
WEDNESDAY;12;20;6;1
SUNDAY   ;12;0;6;1
MONDAY   ;10;0;6;1
SATURDAY ;11;2;6;1
SUNDAY   ;11;3;6;1
SATURDAY ;12;51;6;1
WEDNESDAY;11;30;7;1
SATURDAY ;12;9;7;1
WEDNESDAY;12;6;6;1
WEDNESDAY;11;28;6;1
SATURDAY ;11;8;7;1
SUNDAY   ;12;6;7;1
SATURDAY ;11;8;7;1
