ArrivalDate-Weekday;Arrival-Month;channel-id;LeadDays;lang-id;nights-qty;room-qty;adult-qty;child-qty;infant-qty
MONDAY   ;5;13;139;1;5;1;1;0;0
FRIDAY   ;3;1;64;1;10;1;1;0;0
TUESDAY  ;2;13;15;1;2;1;1;0;0
MONDAY   ;3;1;34;1;4;1;2;0;0
WEDNESDAY;6;13;41;1;1;1;1;0;0
MONDAY   ;6;13;4;1;1;1;1;0;0
FRIDAY   ;9;13;37;1;1;1;1;0;0
MONDAY   ;10;13;21;1;1;1;1;0;0
MONDAY   ;7;13;10;1;1;1;1;0;0
MONDAY   ;6;13;104;1;5;1;1;0;0
TUESDAY  ;11;13;42;1;3;1;1;0;0
WEDNESDAY;8;6;28;1;1;1;2;0;0
SUNDAY   ;7;6;35;1;6;1;1;0;0
FRIDAY   ;8;6;26;1;4;1;2;0;0
WEDNESDAY;7;6;12;1;4;1;2;0;0
WEDNESDAY;5;6;35;1;2;1;2;0;0
WEDNESDAY;6;6;42;1;5;1;1;0;0
WEDNESDAY;8;6;28;1;2;1;2;0;0
SATURDAY ;8;6;41;1;2;1;2;0;0
WEDNESDAY;8;6;72;1;1;1;2;0;0
MONDAY   ;6;6;47;1;6;1;1;0;0
SUNDAY   ;6;6;13;1;1;1;1;0;0
SATURDAY ;5;6;8;1;2;1;2;0;0
FRIDAY   ;9;6;187;1;2;1;2;0;0
TUESDAY  ;5;6;46;1;3;1;2;0;0
MONDAY   ;7;6;53;1;2;1;2;0;0
THURSDAY ;10;6;10;1;1;1;1;0;0
TUESDAY  ;7;6;27;1;3;1;2;0;0
FRIDAY   ;11;6;51;1;2;1;2;0;0
FRIDAY   ;5;6;5;1;2;1;2;0;0
SATURDAY ;4;6;40;1;1;1;2;0;0
FRIDAY   ;7;6;13;1;3;1;2;0;0
SATURDAY ;6;6;0;1;1;1;2;0;0
SUNDAY   ;5;7;0;1;1;1;2;0;0
TUESDAY  ;4;13;20;1;1;1;1;0;0
FRIDAY   ;1;7;1;1;1;1;2;0;0
WEDNESDAY;7;6;30;1;5;1;3;0;0
SUNDAY   ;4;6;7;1;2;1;2;0;0
SATURDAY ;6;6;0;1;1;1;1;0;0
MONDAY   ;10;7;21;1;2;1;2;0;0
FRIDAY   ;4;6;78;1;1;1;2;0;0
WEDNESDAY;9;7;21;1;4;1;1;0;0
MONDAY   ;8;6;13;1;4;1;2;0;0
FRIDAY   ;3;7;2;1;2;1;1;0;0
MONDAY   ;2;7;20;1;6;1;2;0;0
SUNDAY   ;9;7;45;1;5;1;3;0;0
TUESDAY  ;11;7;27;1;3;1;1;0;0
SUNDAY   ;6;7;5;1;3;1;1;0;0
TUESDAY  ;10;7;12;1;3;1;2;0;0
FRIDAY   ;6;6;57;1;4;1;3;0;0
FRIDAY   ;6;7;44;1;4;1;2;0;0
SUNDAY   ;3;7;5;1;1;1;1;0;0
FRIDAY   ;10;7;28;1;2;1;1;0;0
WEDNESDAY;1;7;7;1;2;1;1;0;0
SATURDAY ;5;7;5;1;2;1;1;0;0
TUESDAY  ;8;6;0;1;1;1;2;0;0
SUNDAY   ;8;6;114;1;4;1;2;0;0
SATURDAY ;6;6;0;1;1;1;2;0;0
SATURDAY ;2;7;11;1;5;1;2;0;0
MONDAY   ;2;13;27;1;4;1;1;0;0
SUNDAY   ;8;7;4;1;10;1;2;0;0
WEDNESDAY;10;13;14;1;2;1;1;0;0
FRIDAY   ;3;6;28;1;1;1;2;0;0
WEDNESDAY;1;7;28;1;3;1;2;0;0
SUNDAY   ;7;13;32;1;5;1;1;0;0
MONDAY   ;5;7;24;1;3;1;1;0;0
MONDAY   ;5;7;7;1;2;1;1;0;0
TUESDAY  ;3;6;9;1;2;1;2;1;0
WEDNESDAY;2;6;28;1;1;1;2;0;0
WEDNESDAY;8;6;32;1;2;1;2;0;0
FRIDAY   ;12;6;125;1;4;1;2;0;0
THURSDAY ;6;6;26;1;1;1;2;0;0
TUESDAY  ;6;7;2;1;5;1;1;0;0
SATURDAY ;6;7;18;1;1;1;1;1;0
FRIDAY   ;3;7;3;1;1;1;2;0;0
THURSDAY ;10;6;22;1;2;1;2;0;0
THURSDAY ;5;7;48;1;3;1;2;1;0
WEDNESDAY;7;7;2;1;5;1;2;0;0
WEDNESDAY;11;7;30;1;1;1;1;0;0
SUNDAY   ;1;7;23;1;1;1;1;0;0
WEDNESDAY;7;6;47;1;5;1;1;0;0
TUESDAY  ;10;7;91;1;4;1;3;0;0
SUNDAY   ;1;7;16;1;2;1;1;0;0
WEDNESDAY;8;6;26;1;6;1;1;0;0
TUESDAY  ;5;6;21;1;1;1;3;0;0
SATURDAY ;9;6;9;1;2;1;1;0;0
SUNDAY   ;7;13;19;1;1;1;1;0;0
WEDNESDAY;4;7;8;1;4;1;1;0;0
MONDAY   ;9;7;5;1;2;1;1;0;0
THURSDAY ;3;7;3;1;3;1;1;0;0
TUESDAY  ;7;7;2;1;8;1;2;0;0
SUNDAY   ;10;6;0;1;1;1;2;0;0
TUESDAY  ;4;7;22;1;8;1;1;0;0
TUESDAY  ;7;7;4;1;5;1;1;0;0
WEDNESDAY;4;7;8;1;4;1;1;0;0
MONDAY   ;3;13;13;1;1;1;1;0;0
FRIDAY   ;7;7;0;1;1;1;2;0;0
WEDNESDAY;1;7;110;1;4;1;2;0;0
WEDNESDAY;8;6;36;1;1;1;2;0;0
THURSDAY ;1;7;30;1;3;1;3;0;0
WEDNESDAY;8;7;62;1;2;1;1;0;0
WEDNESDAY;7;6;7;1;2;1;2;0;0
SATURDAY ;5;6;61;1;2;1;2;0;0
WEDNESDAY;6;6;8;1;1;1;2;0;0
FRIDAY   ;6;7;0;1;1;1;1;0;0
MONDAY   ;7;7;0;1;2;1;2;0;0
SATURDAY ;7;7;31;1;5;1;1;1;0
WEDNESDAY;1;7;2;1;4;1;1;0;0
MONDAY   ;3;6;24;1;1;1;2;0;0
MONDAY   ;3;6;7;1;2;1;2;0;0
TUESDAY  ;1;7;43;1;5;1;1;0;0
FRIDAY   ;5;7;0;1;2;1;2;0;0
THURSDAY ;10;6;9;1;2;1;1;0;0
TUESDAY  ;6;6;37;1;1;1;2;0;0
MONDAY   ;6;6;0;1;1;1;2;0;0
TUESDAY  ;10;6;11;1;1;1;1;0;0
SUNDAY   ;2;7;125;1;6;1;2;0;0
TUESDAY  ;1;7;25;1;4;1;1;0;0
FRIDAY   ;3;7;141;1;2;1;2;1;0
FRIDAY   ;5;7;16;1;2;1;1;0;0
TUESDAY  ;2;6;81;1;4;1;2;0;0
WEDNESDAY;10;6;6;1;1;1;1;0;0
SUNDAY   ;9;1;257;1;3;1;2;0;0
WEDNESDAY;9;6;0;1;1;1;2;0;0
SATURDAY ;9;7;57;1;4;1;1;0;0
SATURDAY ;7;6;39;1;4;1;2;0;0
SATURDAY ;9;7;40;1;5;1;2;0;0
MONDAY   ;4;7;0;1;2;1;1;0;0
MONDAY   ;10;13;31;1;1;1;1;0;0
FRIDAY   ;5;7;1;1;1;1;1;0;0
SATURDAY ;3;7;18;1;3;1;1;0;0
FRIDAY   ;2;7;1;1;8;1;1;0;0
SATURDAY ;2;7;18;1;8;1;1;0;0
WEDNESDAY;9;6;1;1;1;1;1;0;0
WEDNESDAY;6;6;45;1;6;1;3;0;0
SUNDAY   ;10;7;45;1;3;1;1;0;0
SUNDAY   ;4;6;1;1;1;1;2;0;0
MONDAY   ;4;7;0;1;2;1;2;0;0
FRIDAY   ;7;6;57;1;7;1;2;0;0
THURSDAY ;10;6;40;1;2;1;2;0;0
SUNDAY   ;9;6;30;1;3;1;2;0;0
MONDAY   ;7;6;11;1;1;1;2;0;0
TUESDAY  ;2;7;24;1;1;1;1;0;0
TUESDAY  ;6;6;63;1;4;1;2;0;0
WEDNESDAY;9;7;14;1;4;1;1;0;0
SATURDAY ;6;6;57;1;1;1;2;0;0
MONDAY   ;8;7;21;1;6;1;3;0;0
FRIDAY   ;9;7;0;1;2;1;1;0;0
MONDAY   ;9;7;13;1;1;1;1;0;0
MONDAY   ;7;6;17;1;1;1;2;0;0
THURSDAY ;7;7;0;1;3;1;2;0;0
TUESDAY  ;1;7;5;1;1;1;1;0;0
SUNDAY   ;6;7;2;1;1;1;1;0;0
WEDNESDAY;4;7;15;1;4;1;1;0;0
TUESDAY  ;5;6;1;1;2;1;1;0;0
SATURDAY ;3;7;26;1;2;1;2;0;0
FRIDAY   ;9;7;22;1;1;1;2;0;0
WEDNESDAY;5;6;0;1;1;1;2;0;0
MONDAY   ;5;6;64;1;4;1;1;0;0
WEDNESDAY;8;6;13;1;1;1;1;0;0
THURSDAY ;8;6;24;1;2;1;2;0;0
TUESDAY  ;5;13;40;1;1;1;1;0;0
THURSDAY ;9;7;41;1;1;1;2;0;0
TUESDAY  ;4;6;6;1;1;1;1;0;0
MONDAY   ;9;13;28;1;2;1;1;0;0
SUNDAY   ;4;7;11;1;1;1;2;0;0
WEDNESDAY;1;7;16;1;2;1;1;0;0
WEDNESDAY;5;7;4;1;2;1;2;0;0
SUNDAY   ;8;7;10;1;1;1;1;0;0
THURSDAY ;11;6;10;1;1;1;1;0;0
SUNDAY   ;1;7;10;1;2;1;2;0;0
MONDAY   ;3;7;5;1;13;1;1;0;0
SUNDAY   ;10;7;1;1;2;1;1;0;0
THURSDAY ;2;7;3;1;1;1;1;0;0
FRIDAY   ;9;7;3;1;5;1;2;1;0
SATURDAY ;6;6;69;1;6;1;1;0;0
TUESDAY  ;5;7;1;1;3;1;1;0;0
WEDNESDAY;1;7;5;1;2;1;1;0;0
WEDNESDAY;2;13;5;1;2;1;1;0;0
TUESDAY  ;2;7;5;1;1;1;2;0;0
WEDNESDAY;10;7;12;1;3;1;1;0;0
SATURDAY ;9;7;57;1;3;1;1;0;0
MONDAY   ;9;7;12;1;1;1;1;0;0
FRIDAY   ;8;7;11;1;7;1;1;0;0
SUNDAY   ;3;7;6;1;3;1;1;0;0
FRIDAY   ;3;7;1;1;2;1;2;0;0
SATURDAY ;5;6;6;1;2;1;2;0;0
SUNDAY   ;5;6;3;1;1;1;2;0;0
THURSDAY ;8;6;134;1;3;1;2;0;0
TUESDAY  ;7;6;35;1;3;1;1;0;0
SATURDAY ;8;7;0;1;2;1;2;0;0
THURSDAY ;4;7;13;1;2;1;1;0;0
TUESDAY  ;6;7;38;1;2;1;2;0;0
SUNDAY   ;6;13;40;1;1;1;1;0;0
WEDNESDAY;5;6;32;1;3;1;2;0;0
THURSDAY ;10;7;8;1;2;1;2;0;0
THURSDAY ;10;7;8;1;2;1;1;0;0
SUNDAY   ;8;6;44;1;2;1;2;0;0
WEDNESDAY;3;7;44;1;4;1;2;0;0
THURSDAY ;7;6;79;1;1;1;2;0;0
SATURDAY ;3;7;1;1;3;1;1;0;0
FRIDAY   ;4;6;54;1;3;1;2;0;0
MONDAY   ;8;7;14;1;4;1;2;0;0
SATURDAY ;6;7;9;1;1;1;1;2;0
MONDAY   ;6;7;19;1;5;1;1;0;0
TUESDAY  ;7;7;63;1;3;1;2;0;0
SUNDAY   ;10;7;87;1;2;1;1;0;0
SATURDAY ;3;6;0;1;1;1;2;0;0
FRIDAY   ;3;6;85;1;2;1;2;0;0
MONDAY   ;10;13;31;1;2;1;1;0;0
WEDNESDAY;6;7;27;1;1;1;2;0;0
FRIDAY   ;8;7;11;1;4;1;1;0;0
MONDAY   ;8;7;3;1;4;1;2;0;0
THURSDAY ;3;7;29;1;6;1;1;0;0
MONDAY   ;5;7;4;1;2;1;1;0;0
WEDNESDAY;10;13;0;1;1;1;1;0;0
TUESDAY  ;9;6;3;1;1;1;1;0;0
MONDAY   ;7;6;42;1;3;1;2;0;0
TUESDAY  ;9;13;18;1;1;1;1;0;0
SATURDAY ;8;7;45;1;7;1;2;0;0
MONDAY   ;9;7;0;1;3;1;1;0;0
WEDNESDAY;6;13;33;1;1;1;1;0;0
THURSDAY ;6;7;9;1;3;1;2;0;0
MONDAY   ;9;7;19;1;4;1;2;0;0
WEDNESDAY;2;7;41;1;2;1;1;0;0
SUNDAY   ;9;7;5;1;1;1;1;0;0
MONDAY   ;9;7;6;1;2;1;1;0;0
TUESDAY  ;9;13;6;1;1;1;1;0;0
SUNDAY   ;7;6;0;1;1;1;2;0;0
MONDAY   ;6;7;6;1;3;1;1;0;0
THURSDAY ;3;13;13;1;1;1;1;0;0
WEDNESDAY;1;7;19;1;1;1;1;0;0
WEDNESDAY;10;7;2;1;1;1;2;0;0
FRIDAY   ;4;7;1;1;6;1;1;0;0
TUESDAY  ;3;13;20;1;1;1;1;0;0
TUESDAY  ;5;6;64;1;3;1;2;0;0
FRIDAY   ;1;7;8;1;1;1;1;0;0
MONDAY   ;8;7;7;1;1;1;2;1;0
WEDNESDAY;7;6;11;1;1;1;2;0;0
SATURDAY ;2;7;10;1;3;1;2;0;0
FRIDAY   ;10;7;187;1;2;1;1;0;0
MONDAY   ;5;7;60;1;3;1;2;1;0
MONDAY   ;6;6;9;1;2;1;2;0;0
SUNDAY   ;7;6;2;1;2;1;2;1;0
MONDAY   ;3;7;5;1;6;1;1;0;0
FRIDAY   ;9;7;16;1;1;1;1;0;0
TUESDAY  ;9;7;13;1;6;1;2;0;0
TUESDAY  ;7;6;35;1;3;1;1;0;0
THURSDAY ;8;6;185;1;2;1;2;0;0
SATURDAY ;1;7;0;1;2;1;2;0;0
FRIDAY   ;6;7;0;1;2;1;1;0;0
WEDNESDAY;3;6;1;1;1;1;1;0;0
MONDAY   ;9;6;26;1;2;1;2;0;0
MONDAY   ;7;13;6;1;1;1;1;0;0
THURSDAY ;7;6;43;1;3;1;1;0;0
TUESDAY  ;6;6;63;1;3;1;2;0;0
SUNDAY   ;1;7;16;1;3;1;1;0;0
THURSDAY ;9;13;6;1;2;1;1;0;0
TUESDAY  ;1;7;43;1;5;1;1;0;0
SATURDAY ;10;13;13;1;3;1;2;0;0
TUESDAY  ;5;7;13;1;3;1;2;0;0
WEDNESDAY;2;7;1;1;1;1;1;0;0
MONDAY   ;6;13;0;1;1;1;1;0;0
MONDAY   ;6;7;0;1;1;1;2;0;0
SATURDAY ;10;7;10;1;1;1;2;0;0
SATURDAY ;3;6;10;1;1;1;2;0;0
MONDAY   ;9;6;19;1;2;1;1;0;0
THURSDAY ;7;6;27;1;3;1;2;0;0
THURSDAY ;1;7;6;1;1;1;2;0;0
FRIDAY   ;5;6;2;1;1;1;1;0;0
FRIDAY   ;6;7;44;1;4;1;3;0;0
FRIDAY   ;7;6;24;1;7;1;2;0;0
SUNDAY   ;9;6;4;1;1;1;2;0;0
THURSDAY ;5;6;7;1;1;1;2;0;0
FRIDAY   ;10;7;8;1;1;1;1;0;0
SATURDAY ;7;6;83;1;1;1;2;0;0
THURSDAY ;3;13;7;1;1;1;1;0;0
THURSDAY ;6;7;9;1;3;1;2;0;0
SUNDAY   ;3;7;62;1;4;1;3;0;0
MONDAY   ;5;6;30;1;3;1;2;0;0
THURSDAY ;7;7;17;1;6;1;1;0;0
TUESDAY  ;8;6;19;1;2;1;2;0;0
MONDAY   ;2;7;4;1;2;1;1;0;0
THURSDAY ;5;13;9;1;1;1;1;0;0
MONDAY   ;10;6;0;1;1;1;2;0;0
WEDNESDAY;7;7;14;1;5;1;2;1;0
SUNDAY   ;7;7;201;1;3;1;2;0;0
TUESDAY  ;6;13;33;1;3;1;2;0;0
MONDAY   ;9;7;1;1;4;1;2;0;0
THURSDAY ;7;6;0;1;1;1;2;0;0
SATURDAY ;7;7;47;1;17;1;1;0;0
SUNDAY   ;11;7;11;1;3;1;1;0;0
SATURDAY ;10;7;2;1;5;1;1;0;0
SUNDAY   ;7;7;3;1;6;1;1;0;0
MONDAY   ;7;6;1;1;1;1;1;0;0
FRIDAY   ;10;7;15;1;1;1;1;0;0
MONDAY   ;7;13;19;1;1;1;1;0;0
SUNDAY   ;6;6;59;1;4;1;2;0;0
MONDAY   ;1;7;4;1;8;1;1;0;0
SATURDAY ;10;13;243;1;1;1;1;0;0
MONDAY   ;7;7;0;1;4;1;2;0;0
SATURDAY ;9;7;3;1;3;1;1;0;0
SUNDAY   ;1;7;12;1;11;1;1;0;0
MONDAY   ;9;7;6;1;2;1;1;0;0
FRIDAY   ;7;7;11;1;1;1;2;0;0
FRIDAY   ;10;7;1;1;1;1;1;0;0
SUNDAY   ;10;7;0;1;2;1;1;0;0
MONDAY   ;1;7;0;1;2;1;2;2;0
TUESDAY  ;9;7;7;1;1;1;1;0;0
SATURDAY ;10;7;19;1;3;1;1;0;0
SATURDAY ;5;6;1;1;1;1;2;0;0
TUESDAY  ;10;13;1;1;1;1;1;0;0
TUESDAY  ;7;7;18;1;12;1;2;0;0
SUNDAY   ;1;7;33;1;4;1;2;0;0
THURSDAY ;10;7;8;1;2;1;2;0;0
TUESDAY  ;8;6;67;1;2;1;2;0;0
WEDNESDAY;12;7;144;1;3;1;2;0;0
SATURDAY ;2;3;44;1;4;1;2;0;0
SATURDAY ;9;7;10;1;3;1;1;0;0
SATURDAY ;10;7;41;1;4;1;1;0;0
TUESDAY  ;5;6;7;1;1;1;1;0;0
THURSDAY ;10;6;28;1;2;1;2;0;0
FRIDAY   ;1;7;29;1;2;1;1;0;0
TUESDAY  ;4;7;12;1;1;1;1;0;0
SUNDAY   ;10;7;45;1;3;1;1;0;0
SUNDAY   ;4;7;10;1;4;1;1;0;0
THURSDAY ;9;13;7;1;1;1;1;0;0
TUESDAY  ;7;13;11;1;1;1;1;0;0
THURSDAY ;5;6;36;1;2;1;2;0;0
SATURDAY ;4;6;8;1;1;1;2;0;0
MONDAY   ;10;7;21;1;2;1;2;0;0
THURSDAY ;9;13;49;1;3;1;1;0;0
TUESDAY  ;1;7;42;1;4;1;2;0;0
THURSDAY ;4;13;34;1;1;1;1;0;0
WEDNESDAY;1;7;20;1;1;1;1;0;0
FRIDAY   ;8;6;150;1;3;1;2;0;0
THURSDAY ;2;7;87;1;3;1;2;0;0
THURSDAY ;3;13;62;1;2;1;1;0;0
THURSDAY ;3;13;21;1;1;1;1;0;0
THURSDAY ;4;7;1;1;1;1;2;0;0
THURSDAY ;9;6;46;1;4;1;2;0;0
TUESDAY  ;9;7;7;1;1;1;1;0;0
MONDAY   ;6;13;45;1;5;1;1;0;0
MONDAY   ;8;7;39;1;2;1;2;0;0
MONDAY   ;10;7;11;1;2;1;2;0;0
FRIDAY   ;9;6;67;1;2;1;2;0;0
SUNDAY   ;7;6;23;1;4;1;2;0;0
FRIDAY   ;3;6;20;1;1;1;1;0;0
TUESDAY  ;4;7;26;1;2;1;1;0;0
WEDNESDAY;7;7;9;1;4;1;1;0;0
FRIDAY   ;8;6;61;1;6;1;2;0;0
SUNDAY   ;8;7;1;1;2;1;2;0;0
SUNDAY   ;9;7;4;1;2;1;1;0;0
MONDAY   ;6;6;67;1;2;1;2;0;0
TUESDAY  ;7;7;6;1;1;1;1;0;0
MONDAY   ;1;7;10;1;1;1;1;0;0
SATURDAY ;8;7;11;1;4;1;1;1;0
MONDAY   ;1;7;3;1;4;1;1;0;0
SATURDAY ;4;6;49;1;3;1;2;0;0
MONDAY   ;5;6;34;1;1;1;2;0;0
THURSDAY ;5;6;37;1;7;1;2;0;0
SUNDAY   ;6;7;10;1;6;1;2;0;0
WEDNESDAY;7;7;0;1;1;1;2;0;0
SATURDAY ;6;6;1;1;2;1;2;0;0
TUESDAY  ;1;7;6;1;1;1;1;0;0
MONDAY   ;8;7;25;1;3;1;2;0;0
THURSDAY ;1;7;7;1;1;1;1;0;0
THURSDAY ;3;7;13;1;3;1;2;0;0
THURSDAY ;5;7;77;1;2;1;2;0;0
FRIDAY   ;7;6;73;1;7;1;3;0;0
SUNDAY   ;6;6;56;1;7;1;2;0;0
THURSDAY ;8;6;48;1;2;1;2;0;0
WEDNESDAY;4;7;8;1;4;1;1;0;0
MONDAY   ;12;13;136;1;5;1;1;0;0
WEDNESDAY;9;13;20;1;1;1;1;0;0
TUESDAY  ;5;7;6;1;3;1;1;0;0
SUNDAY   ;2;7;32;1;4;1;2;0;0
SUNDAY   ;6;7;5;1;5;1;1;0;0
FRIDAY   ;1;7;1;1;1;1;2;0;0
THURSDAY ;2;7;50;1;3;1;2;2;0
THURSDAY ;1;7;100;1;1;1;2;0;0
SUNDAY   ;2;6;15;1;3;1;1;0;0
THURSDAY ;6;7;9;1;3;1;1;0;0
TUESDAY  ;4;7;11;1;4;1;1;0;0
SATURDAY ;4;7;29;1;3;1;2;0;0
MONDAY   ;7;6;1;1;1;1;1;0;0
THURSDAY ;4;6;67;1;5;1;2;0;0
SUNDAY   ;5;7;20;1;4;1;2;0;0
FRIDAY   ;6;6;18;1;2;1;1;0;0
SATURDAY ;2;7;29;1;1;1;2;0;0
FRIDAY   ;3;7;24;1;1;1;1;0;0
FRIDAY   ;3;7;0;1;2;1;1;0;0
SUNDAY   ;9;7;0;1;1;1;1;0;0
TUESDAY  ;4;7;55;1;8;1;1;0;0
THURSDAY ;9;6;52;1;3;1;2;0;0
WEDNESDAY;8;7;16;1;2;1;1;0;0
MONDAY   ;11;7;25;1;5;1;2;0;0
SATURDAY ;2;7;18;1;8;1;2;0;0
THURSDAY ;2;7;50;1;3;1;1;0;0
FRIDAY   ;9;7;16;1;1;1;1;0;0
SUNDAY   ;9;6;4;1;1;1;2;0;0
SUNDAY   ;6;7;2;1;3;1;1;0;0
TUESDAY  ;8;6;134;1;3;1;2;0;0
SATURDAY ;5;7;58;1;2;1;2;0;0
TUESDAY  ;9;6;4;1;1;1;1;0;0
THURSDAY ;7;6;43;1;3;1;2;0;0
FRIDAY   ;9;7;66;1;2;1;1;0;0
THURSDAY ;6;6;16;1;3;1;2;0;0
TUESDAY  ;4;7;11;1;3;1;1;0;0
SUNDAY   ;4;6;26;1;1;1;1;0;0
FRIDAY   ;7;7;0;1;1;1;2;0;0
THURSDAY ;2;6;7;1;4;1;2;0;0
MONDAY   ;5;13;1;1;1;1;1;0;0
WEDNESDAY;9;13;5;1;1;1;1;0;0
WEDNESDAY;1;7;13;1;2;1;2;0;0
TUESDAY  ;4;7;12;1;4;1;2;0;0
SUNDAY   ;9;6;0;1;1;1;1;0;0
SUNDAY   ;7;7;5;1;2;1;1;0;0
WEDNESDAY;9;6;60;1;1;1;2;0;0
THURSDAY ;7;7;18;1;3;1;2;0;0
THURSDAY ;5;7;173;1;4;1;2;0;0
TUESDAY  ;8;6;10;1;1;1;2;0;0
FRIDAY   ;7;13;9;1;4;1;1;0;0
SUNDAY   ;8;6;83;1;6;1;1;0;0
MONDAY   ;2;7;6;1;1;1;1;0;0
MONDAY   ;8;6;16;1;1;1;2;0;0
WEDNESDAY;3;6;4;1;3;1;2;0;0
MONDAY   ;10;7;21;1;2;1;1;0;0
WEDNESDAY;1;7;7;1;3;1;1;0;0
TUESDAY  ;9;6;62;1;3;1;2;0;0
TUESDAY  ;8;6;73;1;3;1;2;0;0
FRIDAY   ;3;7;0;1;2;1;2;0;0
TUESDAY  ;7;7;12;1;3;1;2;0;0
MONDAY   ;5;7;5;1;4;1;1;0;0
SUNDAY   ;7;6;34;1;3;1;2;0;0
WEDNESDAY;7;6;12;1;4;1;1;0;0
SUNDAY   ;10;13;2;1;1;1;1;0;0
THURSDAY ;10;6;10;1;1;1;1;0;0
SATURDAY ;6;6;4;1;1;1;2;0;0
SATURDAY ;10;7;10;1;1;1;2;0;0
FRIDAY   ;9;6;7;1;2;1;2;0;0
SATURDAY ;7;7;0;1;1;1;2;0;0
TUESDAY  ;9;7;13;1;6;1;1;0;0
TUESDAY  ;10;13;4;1;1;1;1;0;0
SUNDAY   ;9;6;57;1;4;1;2;0;0
WEDNESDAY;9;6;9;1;1;1;1;0;0
SUNDAY   ;3;7;12;1;5;1;1;0;0
MONDAY   ;5;7;7;1;3;1;1;0;0
SUNDAY   ;4;13;3;1;1;1;1;0;0
THURSDAY ;3;7;4;1;8;1;1;0;0
WEDNESDAY;4;7;14;1;3;1;1;0;0
WEDNESDAY;1;7;5;1;3;1;2;0;0
WEDNESDAY;10;7;12;1;3;1;1;0;0
THURSDAY ;9;13;30;1;5;1;1;0;0
FRIDAY   ;10;6;7;1;1;1;2;0;0
SUNDAY   ;9;7;9;1;5;1;2;0;0
TUESDAY  ;6;6;1;1;1;1;2;0;0
THURSDAY ;5;7;22;1;1;1;1;0;0
THURSDAY ;10;7;105;1;1;1;2;0;0
THURSDAY ;3;7;36;1;7;1;2;0;0
TUESDAY  ;7;6;35;1;3;1;1;0;0
TUESDAY  ;6;7;8;1;4;1;1;0;0
SATURDAY ;8;6;2;1;2;1;2;0;0
THURSDAY ;3;6;10;1;1;1;1;0;0
WEDNESDAY;1;7;5;1;3;1;2;0;0
THURSDAY ;2;7;24;1;3;1;1;0;0
SATURDAY ;8;6;40;1;3;1;2;0;0
WEDNESDAY;10;6;0;1;1;1;2;0;0
TUESDAY  ;7;7;11;1;3;1;2;1;0
FRIDAY   ;6;6;1;1;1;1;1;2;0
FRIDAY   ;5;6;4;1;1;1;2;0;0
WEDNESDAY;1;7;6;1;1;1;1;0;0
THURSDAY ;9;7;8;1;6;1;1;0;0
MONDAY   ;9;13;53;1;3;1;1;0;0
THURSDAY ;10;7;8;1;2;1;1;0;0
SATURDAY ;3;7;0;1;1;1;2;0;0
MONDAY   ;2;7;53;1;1;1;1;0;0
TUESDAY  ;2;6;8;1;2;1;2;0;0
SATURDAY ;7;6;2;1;1;1;2;0;0
SUNDAY   ;7;6;31;1;1;1;2;0;0
MONDAY   ;8;7;18;1;7;1;1;0;0
THURSDAY ;6;6;8;1;2;1;2;0;0
TUESDAY  ;4;7;14;1;5;1;1;0;0
SATURDAY ;6;7;0;1;1;1;2;0;0
THURSDAY ;10;7;8;1;2;1;1;0;0
SUNDAY   ;2;7;3;1;1;1;1;0;0
SUNDAY   ;3;7;2;1;2;1;1;0;0
THURSDAY ;7;7;1;1;2;1;2;0;0
THURSDAY ;8;6;0;1;3;1;2;0;0
MONDAY   ;8;7;42;1;7;1;1;0;0
SUNDAY   ;3;6;78;1;6;1;2;0;0
TUESDAY  ;1;7;8;1;1;1;1;0;0
MONDAY   ;6;13;38;1;4;1;1;0;0
THURSDAY ;10;7;6;1;1;1;1;0;0
FRIDAY   ;3;7;22;1;1;1;2;0;0
WEDNESDAY;6;1;49;1;2;1;2;0;0
MONDAY   ;3;1;3;1;1;1;1;0;0
SATURDAY ;7;1;34;1;2;1;2;0;0
THURSDAY ;11;1;233;3;1;1;2;0;0
SUNDAY   ;8;1;16;1;1;1;1;0;0
WEDNESDAY;9;1;37;1;2;1;1;0;0
FRIDAY   ;9;1;53;1;2;1;2;0;0
TUESDAY  ;4;1;0;1;1;1;1;0;0
MONDAY   ;8;7;5;1;3;1;1;0;0
SUNDAY   ;9;13;25;1;1;1;1;0;0
TUESDAY  ;1;6;36;1;2;1;2;0;0
MONDAY   ;1;6;33;1;3;1;2;0;0
MONDAY   ;1;6;39;1;2;1;1;0;0
WEDNESDAY;1;6;41;1;4;1;1;0;0
WEDNESDAY;1;6;18;1;2;1;1;0;0
THURSDAY ;2;6;44;1;3;1;1;0;0
THURSDAY ;1;6;28;1;3;1;2;0;0
THURSDAY ;1;6;16;1;3;1;2;0;0
THURSDAY ;1;6;16;1;3;1;1;0;0
MONDAY   ;2;6;39;1;3;1;2;0;0
WEDNESDAY;1;6;2;1;1;1;2;0;0
SATURDAY ;1;6;1;1;1;1;2;0;0
FRIDAY   ;1;6;15;1;7;1;1;0;0
MONDAY   ;2;6;24;1;6;1;2;0;0
FRIDAY   ;1;6;4;1;2;1;2;0;0
SATURDAY ;1;6;3;1;2;1;2;0;0
SATURDAY ;2;6;23;1;3;1;2;0;0
MONDAY   ;2;6;17;1;6;1;2;0;0
SATURDAY ;1;6;3;1;1;1;2;0;0
